"package","github_repo","git","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"faudio","FNA-XNA/FAudio","https://github.com/fna-xna/faudio.git","c/c++","13510","0","2069","18783","26124","7066","True","True","False","0.00003107","D","zlib"
"dvc","","","rust","13473","0","18391","14416","13169","7916","True","False","False","0.00003098","D","apache-2.0"
"minicom","","","c/c++","13464","0","18092","4461","15335","15970","True","True","False","0.00003096","D","gpl-2.0-or-later"
"gum","charmbracelet/gum","https://github.com/charmbracelet/gum.git","go","13445","0","7214","5028","16864","24675","True","False","False","0.00003092","D","mit"
"xcb-proto","","","python","13346","0","19586","4705","11876","17220","True","False","False","0.00003069","D","mit"
"valgrind","","https://sourceware.org/pub/valgrind/valgrind-3.26.0.tar.bz2","c/c++","13339","0","157","13112","28325","11765","True","True","False","0.00003068","D","gpl-2.0-or-later"
"hyperkit","moby/hyperkit","https://github.com/moby/hyperkit.git","ocaml","13293","0","36861","4883","7767","3661","True","False","False","0.00003057","D","bsd-2-clause"
"ladspa-sdk","","","c/c++","13281","0","0","3939","16685","19219","True","True","False","0.00003054","D","lgpl-2.1-only"
"dfu-util","","","c/c++","13282","0","25349","4870","10265","12646","True","True","False","0.00003054","D","gpl-2.0-or-later"
"libxmlb","hughsie/libxmlb","https://github.com/hughsie/libxmlb.git","c/c++","10382","0","0","98","16290","14758","False","True","False","0.00003051","D","lgpl-2.1-or-later"
"mysql-client@8.0","mysql/mysql-server","https://github.com/mysql/mysql-server.git","c/c++","13232","0","0","399","23628","15670","True","True","True","0.00003043","D","gpl-2.0-only with universal-foss-exception-1.0"
"gedit","","https://gitlab.gnome.org/World/gedit.git","c/c++","13216","0","24592","6023","14012","8237","True","True","False","0.00003039","D","gpl-2.0-or-later"
"swi-prolog","","","c/c++","13202","0","23844","3093","17751","8123","True","True","False","0.00003036","D","bsd-2-clause"
"python-tk@3.14","","","c/c++","13199","0","0","0","0","13199","True","True","False","0.00003035","D","python-2.0"
"screen","","","c/c++","13170","0","21856","6313","11628","12884","True","True","False","0.00003029","D","gpl-3.0-or-later"
"linux-pam","linux-pam/linux-pam","https://github.com/linux-pam/linux-pam.git","c/c++","13151","0","0","5009","16421","18023","True","True","False","0.00003024","D","bsd-3-clause or gpl-1.0-only"
"mycli","","","rust","13144","0","18636","5412","11616","16913","True","False","False","0.00003023","D","bsd-3-clause"
"qcachegrind","","","c/c++","13147","0","22589","6370","13339","10293","True","True","False","0.00003023","D","gpl-2.0-or-later"
"topgrade","topgrade-rs/topgrade","https://github.com/topgrade-rs/topgrade.git","rust","13107","0","20794","5458","9861","16317","True","False","False","0.00003014","D","gpl-3.0-or-later"
"overmind","DarthSim/overmind","https://github.com/darthsim/overmind.git","go","13060","0","14282","3712","7608","26639","True","False","False","0.00003003","D","mit"
"ast-grep","ast-grep/ast-grep","https://github.com/ast-grep/ast-grep.git","rust","13035","0","0","1421","12610","25076","True","False","False","0.00002998","D","mit"
"nuget","","","dotnet","13030","0","11023","3972","16341","20786","True","False","False","0.00002997","D","mit"
"lynx","","","c/c++","13002","0","16309","6335","12358","17009","True","True","False","0.00002990","D","gpl-2.0-only"
"cassandra","","","java","12985","0","25612","6893","11518","7917","True","False","False","0.00002986","D","apache-2.0"
"ethereum","ethereum/go-ethereum","https://github.com/ethereum/go-ethereum.git","go","12985","0","26787","6455","10762","7938","True","False","False","0.00002986","D","lgpl-3.0-or-later"
"renovate","renovatebot/renovate","https://github.com/renovatebot/renovate.git","node","12979","0","0","2834","15951","20153","True","False","False","0.00002985","D","agpl-3.0-only"
"grype","anchore/grype","https://github.com/anchore/grype.git","go","12953","0","0","1911","14380","22568","True","False","False","0.00002979","D","apache-2.0"
"stow","","","c/c++","12954","0","8769","2390","20995","19665","True","True","False","0.00002979","D","gpl-3.0-or-later"
"libmms","","","c/c++","2855","0","518","3300","4128","3476","False","True","False","0.00002978","D","lgpl-2.1-or-later"
"capnp","capnproto/capnproto","https://github.com/capnproto/capnproto.git","c/c++","12884","0","7529","10292","16262","17455","True","True","True","0.00002963","D","mit"
"spirv-headers","KhronosGroup/SPIRV-Headers","https://github.com/khronosgroup/spirv-headers.git","c/c++","4096","0","175","678","1658","13875","False","True","False","0.00002962","D","mit"
"testdisk","","","c/c++","12848","0","14481","4607","13110","19196","True","True","False","0.00002955","D","gpl-2.0-or-later"
"oras","oras-project/oras","https://github.com/oras-project/oras.git","go","12777","0","2107","2504","9956","36542","True","False","False","0.00002938","D","apache-2.0"
"mariadb-connector-c","","","c/c++","12770","0","8664","3189","10365","28865","True","True","False","0.00002937","D","lgpl-2.1-or-later"
"stoken","stoken-dev/stoken","https://github.com/stoken-dev/stoken.git","c/c++","9621","0","21781","3807","6729","6170","False","True","False","0.00002926","D","lgpl-2.1-only"
"talloc","","","c/c++","7190","0","11019","3899","7241","6601","False","True","False","0.00002891","D","gpl-3.0-or-later"
"onigmo","k-takata/Onigmo","https://github.com/k-takata/onigmo.git","c/c++","17","0","0","0","0","17","False","True","False","0.00002802","D","bsd-2-clause"
"libtatsu","libimobiledevice/libtatsu","https://github.com/libimobiledevice/libtatsu.git","c/c++","4412","0","0","0","739","8086","False","True","False","0.00002722","D","lgpl-2.1-or-later"
"wavpack","","","c/c++","9771","0","4937","1952","16852","15345","False","True","False","0.00002644","D","bsd-3-clause"
"fig2dev","","","c/c++","10470","0","17540","5519","9164","9659","False","True","False","0.00002612","D","mit"
"qrupdate","","https://gitlab.mpi-magdeburg.mpg.de/koehlerm/qrupdate-ng.git","c/c++","10442","0","29377","3478","5163","3751","False","True","False","0.00002606","D","gpl-3.0-or-later"
"libultrahdr","google/libultrahdr","https://github.com/google/libultrahdr.git","c/c++","9171","0","0","0","50","18293","False","True","True","0.00002588","D","apache-2.0"
"libdvdcss","","","c/c++","7602","0","12307","2681","4974","10449","False","True","False","0.00002586","D","gpl-2.0-or-later"
"libplacebo","","","c/c++","8416","0","332","985","19228","13120","False","True","False","0.00002520","D","lgpl-2.1-or-later"
"duktape","svaarala/duktape","https://github.com/svaarala/duktape.git","c/c++","2971","0","437","3685","5956","1807","False","True","False","0.00002512","D","mit"
"libspiro","fontforge/libspiro","https://github.com/fontforge/libspiro.git","c/c++","9528","0","27688","2430","4838","3159","False","True","False","0.00002355","D","gpl-3.0-or-later"
"unpaper","","","c/c++","8642","0","10705","4684","8987","10193","False","True","False","0.00002316","D","gpl-2.0-or-later"
"xcb-util-keysyms","","","c/c++","5337","0","546","1521","10072","9212","False","True","False","0.00002306","D","x11"
"glpk","","","c/c++","9025","0","18492","3675","7564","6370","False","True","False","0.00002280","D","gpl-3.0-or-later"
"xcb-util","","","c/c++","6058","0","821","1869","11316","10227","False","True","False","0.00002248","D","mit"
"libuninameslist","fontforge/libuninameslist","https://github.com/fontforge/libuninameslist.git","c/c++","8948","0","21518","3321","6667","4288","False","True","False","0.00002222","D","bsd-3-clause"
"userspace-rcu","","","c/c++","7967","0","1496","2584","9650","18141","False","True","False","0.00002212","D","lgpl-2.1-or-later and mit"
"yuicompressor","yui/yuicompressor","https://github.com/yui/yuicompressor.git","java","3862","0","6290","2931","3665","2563","False","False","False","0.00002184","D","bsd-3-clause"
"lmdb","","https://git.openldap.org/openldap/openldap/-/archive/LMDB_0.9.35/openldap-LMDB_0.9.35.tar.bz2","c/c++","8428","0","10423","4361","10116","8812","False","True","False","0.00002152","D","oldap-2.8"
"libxkbfile","","","c/c++","6219","0","642","1691","12054","10491","False","True","False","0.00002083","D","mit"
"sleef","shibatch/sleef","https://github.com/shibatch/sleef.git","c/c++","7235","0","0","10","11614","10083","False","True","False","0.00002026","D","bsl-1.0"
"libsigsegv","","","c/c++","6669","0","13652","2474","4320","6232","False","True","False","0.00002024","D","gpl-2.0-or-later"
"libfontenc","","","c/c++","5838","0","919","412","11825","10196","False","True","False","0.00001990","D","mit"
"libxmp","","","c/c++","6905","0","3352","5000","7810","11458","False","True","False","0.00001985","D","lgpl-2.1-or-later"
"img2pdf","","https://gitlab.mister-muffin.de/josch/img2pdf.git","c/c++","6940","0","0","244","5700","14877","False","True","False","0.00001925","D","lgpl-3.0-or-later"
"libgedit-gtksourceview","","https://gitlab.gnome.org/World/gedit.git","c/c++","7026","0","0","3132","10719","7228","False","True","False","0.00001921","D","lgpl-2.1-only"
"jbig2enc","agl/jbig2enc","https://github.com/agl/jbig2enc.git","c/c++","6693","0","9506","4771","4687","7810","False","True","False","0.00001868","D","apache-2.0"
"libmatroska","","","c/c++","5894","0","16567","1862","2853","2297","False","True","False","0.00001863","D","lgpl-2.1-or-later"
"sdl3_ttf","libsdl-org/SDL_ttf","https://github.com/libsdl-org/sdl_ttf.git","c/c++","7041","0","0","0","0","7041","False","True","False","0.00001835","D","zlib"
"lld@21","llvm/llvm-project","https://github.com/llvm/llvm-project.git","c/c++","0","0","0","0","0","0","False","True","True","0.00001834","D","apache-2.0 with llvm-exception"
"libmd","","","c/c++","5055","0","8091","4452","4449","3230","False","True","False","0.00001809","D","bsd-3-clause and bsd-2-clause and isc and beerware and licenseref-homebrew-public-domain"
"xauth","","","c/c++","6857","0","1516","602","12216","13096","False","True","False","0.00001791","D","mit-open-group"
"pygit2","libgit2/pygit2","https://github.com/libgit2/pygit2.git","python","6255","0","0","7587","4959","6220","False","False","False","0.00001768","D","gpl-2.0-only with gcc-exception-2.0"
"woff2","google/woff2","https://github.com/google/woff2.git","c/c++","6911","0","13692","3372","4878","5702","False","True","True","0.00001754","D","mit"
"game-music-emu","libgme/game-music-emu","https://github.com/libgme/game-music-emu.git","c/c++","5862","0","1259","1044","10144","11002","False","True","False","0.00001745","D","lgpl-2.1-or-later and gpl-2.0-or-later"
"clisp","","","c/c++","6999","0","17499","2495","4014","3989","False","True","False","0.00001730","D","gpl-2.0-or-later"
"libhandy","","https://gitlab.gnome.org/GNOME/libhandy.git","c/c++","6897","0","9588","2508","9684","5811","False","True","False","0.00001729","D","lgpl-2.1-or-later"
"libgedit-amtk","","https://gitlab.gnome.org/World/gedit.git","c/c++","5386","0","0","1908","8397","5853","False","True","False","0.00001725","D","lgpl-3.0-or-later"
"libgedit-gfls","","https://gitlab.gnome.org/World/gedit.git","c/c++","5309","0","0","0","4837","5782","False","True","False","0.00001707","D","lgpl-3.0-or-later"
"libgedit-tepl","","https://gitlab.gnome.org/World/gedit.git","c/c++","6634","0","0","0","6109","7159","False","True","False","0.00001687","D","lgpl-2.1-or-later"
"potrace","","","c/c++","6759","0","10841","2668","5682","7848","False","True","False","0.00001675","D","gpl-2.0-or-later"
"epstool","","","c/c++","6386","0","13461","2620","5194","4272","False","True","False","0.00001673","D","gpl-2.0-only"
"qttasktree","","","c/c++","0","0","0","0","0","0","False","True","False","0.00001670","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"qtcanvaspainter","","","c/c++","0","0","0","0","0","0","False","True","False","0.00001670","D","gpl-3.0-only and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause and zlib"
"xcb-util-wm","","","c/c++","5789","0","584","1807","11013","9754","False","True","False","0.00001546","D","x11"
"xkbcomp","","","c/c++","5749","0","521","300","11034","11141","False","True","False","0.00001536","D","hpnd and mit-open-group"
"libxfont2","","","c/c++","5693","0","580","368","11831","9995","False","True","False","0.00001524","D","mit"
"xcb-util-image","","","c/c++","5620","0","609","1582","10622","9668","False","True","False","0.00001507","D","x11"
"xcb-util-renderutil","","","c/c++","5458","0","586","1561","10303","9382","False","True","False","0.00001470","D","x11 and hpnd-sell-variant"
"libpeas@1","","","c/c++","5207","0","0","0","6365","4049","False","True","False","0.00001359","D","lgpl-2.1-or-later"
"openlibm","JuliaMath/openlibm","https://github.com/juliamath/openlibm.git","c/c++","4609","0","6608","1154","6178","4499","False","True","False","0.00001228","D","mit and isc and bsd-2-clause"
"tevent","","","c/c++","4312","0","0","0","2374","6250","False","True","False","0.00001205","D","lgpl-3.0-or-later"
"libblastrampoline","JuliaLinearAlgebra/libblastrampoline","https://github.com/julialinearalgebra/libblastrampoline.git","c/c++","3890","0","0","0","3525","4256","False","True","False","0.00001062","D","mit and bsd-2-clause-views and bsd-3-clause"
"tdb","","","c/c++","3543","0","0","0","2150","4936","False","True","False","0.00001028","D","gpl-3.0-or-later"
"libdvdread","","","c/c++","1723","0","2148","278","497","3970","False","True","False","0.00000984","D","gpl-2.0-or-later"
"libfyaml","pantoniou/libfyaml","https://github.com/pantoniou/libfyaml.git","c/c++","744","0","53","65","65","2796","False","True","False","0.00000835","D","mit"
"libffcall","","","c/c++","531","0","0","21","80","1492","False","True","False","0.00000612","D","gpl-2.0-or-later"
"libapplewm","","","c/c++","1169","0","589","416","1871","1800","False","True","False","0.00000483","D","mit"
