"package","github","gitlab","bitbucket","sourcehut","codeberg","custom","eco_guess"
"libkf5kexiv2","","","","","","https://invent.kde.org/graphics/libkexiv2",""
"libkf5konq6","","","","","","",""
"libkf6codecs-data","","","","","","",""
"libkf6filemetadata-bin","","","","","","",""
"libkf6filemetadata-data","","","","","","",""
"libkf6texteditor-data","","","","","","",""
"libkf6userfeedback-data","","","","","","",""
"libkgapi","","","","","","https://invent.kde.org/pim/libkgapi",""
"libkgapi5","","","","","","https://invent.kde.org/pim/libkgapi",""
"libkleo","","","","","","https://invent.kde.org/pim/libkleo",""
"libkml","https://github.com/libkml/libkml.git","","","","","",""
"libkolabxml","","","","","","https://git.kolab.org/diffusion/lkx/",""
"libkpim6addressbookimportexport6-24.12","","","","","","",""
"libkpim6akonadiagentbase6-24.12","","","","","","",""
"libkpim6akonadicalendar6-24.12","","","","","","",""
"libkpim6akonadicontactcore6-24.12","","","","","","",""
"libkpim6akonadicontactwidgets6-24.12","","","","","","",""
"libkpim6akonadicore6-24.12","","","","","","",""
"libkpim6akonadimime6-24.12","","","","","","",""
"libkpim6akonadiprivate6-24.12","","","","","","",""
"libkpim6akonadisearchcore6-24.12","","","","","","",""
"libkpim6akonadisearchdebug6-24.12","","","","","","",""
"libkpim6akonadisearchpim6-24.12","","","","","","",""
"libkpim6akonadisearchxapian6-24.12","","","","","","",""
"libkpim6akonadiwidgets6-24.12","","","","","","",""
"libkpim6akonadixml6-24.12","","","","","","",""
"libkpim6calendarsupport6-24.12","","","","","","",""
"libkpim6calendarutils6-24.12","","","","","","",""
"libkpim6eventviews6-24.12","","","","","","",""
"libkpim6gapicalendar6-24.12","","","","","","",""
"libkpim6gapicore6-24.12","","","","","","",""
"libkpim6gapipeople6-24.12","","","","","","",""
"libkpim6gapitasks6-24.12","","","","","","",""
"libkpim6grantleetheme6-24.12","","","","","","",""
"libkpim6gravatar6-24.12","","","","","","",""
"libkpim6identitymanagementcore6-24.12","","","","","","",""
"libkpim6identitymanagementquick6-24.12","","","","","","",""
"libkpim6identitymanagementwidgets6-24.12","","","","","","",""
"libkpim6imap6-24.12","","","","","","",""
"libkpim6incidenceeditor6-24.12","","","","","","",""
"libkpim6kmanagesieve6-24.12","","","","","","",""
"libkpim6kontactinterface6-24.12","","","","","","",""
"libkpim6ksieve6-24.12","","","","","","",""
"libkpim6ksievecore6-24.12","","","","","","",""
"libkpim6ksieveui6-24.12","","","","","","",""
"libkpim6ldapcore6-24.12","","","","","","",""
"libkpim6ldapwidgets6-24.12","","","","","","",""
"libkpim6libkdepim6-24.12","","","","","","",""
"libkpim6libkleo6-24.12","","","","","","",""
"libkpim6mailcommon6-24.12","","","","","","",""
"libkpim6mailimporter6-24.12","","","","","","",""
"libkpim6mailtransport6-24.12","","","","","","",""
"libkpim6mbox6-24.12","","","","","","",""
"libkpim6messagecomposer6-24.12","","","","","","",""
"libkpim6messagecore6-24.12","","","","","","",""
"libkpim6messagelist6-24.12","","","","","","",""
"libkpim6messageviewer6-24.12","","","","","","",""
"libkpim6mime6-24.12","","","","","","",""
"libkpim6mimetreeparser6-24.12","","","","","","",""
"libkpim6pimcommon6-24.12","","","","","","",""
"libkpim6pimcommonactivities6-24.12","","","","","","",""
"libkpim6pimcommonakonadi6-24.12","","","","","","",""
"libkpim6smtp6-24.12","","","","","","",""
"libkpim6templateparser6-24.12","","","","","","",""
"libkpim6textedit6-24.12","","","","","","",""
"libkpim6tnef6-24.12","","","","","","",""
"libkpim6webengineviewer6-24.12","","","","","","",""
"libkpimgapicore5-22.12","","","","","","",""
"libksba","","","","","","",""
"libkscreen","","","","","","https://invent.kde.org/plasma/libkscreen",""
"libksieve","","","","","","https://invent.kde.org/pim/libksieve",""
"libksysguard","","","","","","https://invent.kde.org/plasma/libksysguard",""
"libkuserfeedback-l10n","","","","","","",""
"liblangtag","","","","","","",""
"liblc3","https://github.com/google/liblc3.git","","","","","",""
"liblcms-dev","","","","","","",""
"liblcms2-utils","","","","","","",""
"libldac","","","","","","",""
"libldap-2.4-2","","","","","","",""
"libldb1","","","","","","",""
"liblibreoffice-java","","","","","","",""
"liblibreofficekitgtk","","","","","","",""
"liblinear","","","","","","",""
"liblocale-gettext-perl","","","","","","",""
"liblockfile","https://github.com/miquels/liblockfile.git","","","","","",""
"liblognorm","","","","","","",""
"liblouis","","","","","","",""
"liblouis-data","","","","","","",""
"liblouisutdml","","","","","","",""
"liblouisutdml-data","","","","","","",""
"liblqr","","","","","","",""
"liblrdf","https://github.com/swh/lrdf.git","","","","","",""
"libltc","https://github.com/x42/libltc.git","","","","","",""
"libluajit-5.1-common","","","","","","",""
"liblwp-protocol-https-perl","","","","","","",""
"liblzf","","","","","","",""
"libmad","","","","","","",""
"libmagick++-6.q16-8","","","","","","",""
"libmagickcore-6.q16-6","","","","","","",""
"libmagickcore-6.q16-6-extra","","","","","","",""
"libmagickwand-6.q16-6","","","","","","",""
"libmanette","","","","","","",""
"libmatekbd","","","","","","",""
"libmatemixer","","","","","","",""
"libmateweather","","","","","","",""
"libmath-random-isaac-xs-perl","","","","","","",""
"libmatroska","","","","","","",""
"libmaxminddb","","","","","","",""
"libmbim","","","","","","",""
"libmbim-proxy","","","","","","",""
"libmcrypt","","","","","","",""
"libmd","","","","","","",""
"libmediaart","","","","","","",""
"libmediawiki-api-perl","","","","","","",""
"libmemcached","","","","","","",""
"libmikmod","","","","","","",""
"libmime-charset-perl","","","","","","",""
"libmms","","","","","","",""
"libmng","","","","","","",""
"libmnl","","","","","","",""
"libmodbus","","","","","","",""
"libmodplug","","","","","","",""
"libmongocrypt","https://github.com/mongodb/libmongocrypt.git","","","","","",""
"libmouse-perl","","","","","","",""
"libmpc","","","","","","",""
"libmpfr4","","","","","","",""
"libmspack","","","","","","",""
"libmspub","","","","","","",""
"libmtp","","","","","","",""
"libmusicbrainz5","","","","","","",""
"libmutter-11-0","","","","","","",""
"libmutter-7-0","","","","","","",""
"libmwaw","","","","","","",""
"libmypaint","https://github.com/mypaint/libmypaint.git","","","","","",""
"libmysofa","https://github.com/hoene/libmysofa.git","","","","","",""
"libnatpmp","","","","","","",""
"libnautilus-extension1a","","","","","","",""
"libncurses5","","","","","","",""
"libncurses5-dev","","","","","","",""
"libncursesw5","","","","","","",""
"libncursesw5-dev","","","","","","",""
"libndp","","","","","","",""
"libndr6","","","","","","",""
"libnet","https://github.com/libnet/libnet.git","","","","","",""
"libnetfilter-acct","","","","","","",""
"libnetfilter-conntrack","","","","","","",""
"libnetpbm10","","","","","","",""
"libnfnetlink","","","","","","https://git.netfilter.org/libnfnetlink",""
"libnfs","https://github.com/sahlberg/libnfs.git","","","","","",""
"libnftnl","","","","","","https://git.netfilter.org/libnftnl",""
"libnginx-mod-http-auth-pam","https://github.com/sto/ngx_http_auth_pam_module.git","","","","","",""
"libnginx-mod-http-cache-purge","https://github.com/frickle/ngx_cache_purge.git","","","","","",""
"libnginx-mod-http-dav-ext","https://github.com/arut/nginx-dav-ext-module.git","","","","","",""
"libnginx-mod-http-echo","https://github.com/agentzh/echo-nginx-module.git","","","","","",""
"libnginx-mod-http-fancyindex","https://github.com/aperezdc/ngx-fancyindex.git","","","","","",""
"libnginx-mod-http-geoip2","https://github.com/leev/ngx_http_geoip2_module.git","","","","","",""
"libnginx-mod-http-headers-more-filter","https://github.com/openresty/headers-more-nginx-module.git","","","","","",""
"libnginx-mod-http-lua","https://github.com/openresty/lua-nginx-module.git","","","","","",""
"libnginx-mod-http-ndk","https://github.com/simpl/ngx_devel_kit.git","","","","","",""
"libnginx-mod-http-subs-filter","https://github.com/yaoweibin/ngx_http_substitutions_filter_module.git","","","","","",""
"libnginx-mod-http-uploadprogress","https://github.com/masterzen/nginx-upload-progress-module.git","","","","","",""
"libnginx-mod-http-upstream-fair","https://github.com/gnosek/nginx-upstream-fair.git","","","","","",""
"libnginx-mod-nchan","https://github.com/slact/nchan.git","","","","","",""
"libnice","","","","","","",""
"libnl3","https://github.com/thom311/libnl.git","","","","","",""
"libnma","","","","","","",""
"libnotify","","","","","","",""
"libnsl","https://github.com/thkukuk/libnsl.git","","","","","",""
"libntfs-3g883","","","","","","",""
"libntlm","","","","","","",""
"libnumbertext","","","","","","",""
"libnvme","https://github.com/linux-nvme/libnvme.git","","","","","",""
"liboauth","","","","","","",""
"libodbc1","","","","","","",""
"libodfgen","","","","","","",""
"libofa","https://github.com/tanob/libofa.git","","","","","",""
"libogg","","","","","","",""
"libokular5core10","","","","","","",""
"libomp5-17t64","","","","","","",""
"libomp5-19","","","","","","",""
"libonig","https://github.com/kkos/oniguruma.git","","","","","",""
"libonig2","","","","","","",""
"libonnx1t64","","","","","","",""
"liboobs","","","","","","",""
"libopenblas0","","","","","","",""
"libopenexr25","","","","","","",""
"libopenmpt","","","","","","",""
"libopenmpt-modplug","","","","","","",""
"libopenraw","","","","","","",""
"liborcus","","https://gitlab.com/orcus/orcus.git","","","","",""
"libosinfo","","","","","","",""
"libosinfo-l10n","","","","","","",""
"libotf","","","","","","",""
"libotr","","","","","","",""
"libpackage-stash-xs-perl","","","","","","",""
"libpagemaker","","","","","","",""
"libpam-runtime","","","","","","",""
"libpam-systemd","","","","","","",""
"libpanel","","https://gitlab.gnome.org/gnome/libpanel.git","","","","",""
"libpango1.0-0","","","","","","",""
"libpaper","https://github.com/rrthomas/libpaper.git","","","","","",""
"libpcap","","","","","","",""
"libpciaccess","","","","","","",""
"libpcre3","","","","","","",""
"libpeas","","","","","","",""
"libperl4-corelibs-perl","","","","","","",""
"libperl5.32","","","","","","",""
"libperl5.36","","","","","","",""
"libperlio-gzip-perl","","","","","","",""
"libperlio-utf8-strict-perl","","","","","","",""
"libpfm4","","","","","","",""
"libpgm","https://github.com/steve-o/openpgm.git","","","","","",""
"libphonenumber","https://github.com/googlei18n/libphonenumber.git","","","","","",""
"libphonenumber8t64-protobuf32","","","","","","",""
"libphonon-l10n","","","","","","",""
"libpipeline","","","","","","",""
"libplacebo","","","","","","",""
"libplasma","","","","","","https://invent.kde.org/plasma/libplasma",""
"libplist","","","","","","",""
"libpng1.6","","","","","","",""
"libpng12-0","","","","","","",""
"libpolkit-backend-1-0","","","","","","",""
"libportal","https://github.com/flatpak/libportal.git","","","","","",""
"libpostproc55","","","","","","",""
"libpostproc56","","","","","","",""
"libprocps8","","","","","","",""
"libproxy","","","","","","",""
"libpsl","https://github.com/rockdaboot/libpsl.git","","","","","",""
"libpsm2","https://github.com/01org/opa-psm2.git","","","","","",""
"libpst","","","","","","",""
"libpstoedit0c2a","","","","","","",""
"libpthread-stubs","","","","","","",""
"libpwquality","https://github.com/libpwquality/libpwquality.git","","","","","",""
"libpython2.7","","","","","","",""
"libpython2.7-dev","","","","","","",""
"libpython2.7-minimal","","","","","","",""
"libpython2.7-stdlib","","","","","","",""
"libpython3-dev","","","","","","",""
"libpython3-stdlib","","","","","","",""
"libpython3.13-stdlib","","","","","","",""
"libqaccessibilityclient","","","","","","https://invent.kde.org/libraries/libqaccessibilityclient",""
"libqalculate","","","","","","",""
"libqmi","","","","","","",""
"libqrtr-glib","","https://gitlab.freedesktop.org/mobile-broadband/libqrtr-glib.git","","","","",""
"libqscintilla2-qt6-l10n","","","","","","",""
"libqt4-dbus","","","","","","",""
"libqt4-network","","","","","","",""
"libqt4-sql","","","","","","",""
"libqt4-xml","","","","","","",""
"libqtcore4","","","","","","",""
"libqtgui4","","","","","","",""
"libquvi-scripts","","","","","","",""
"libqxp","","","","","","",""
"librabbitmq","https://github.com/alanxz/rabbitmq-c.git","","","","","",""
"libraw","","","","","","",""
"libraw1394","","","","","","",""
"librda","https://github.com/arcticaproject/librda.git","","","","","",""
"librdkafka","https://github.com/confluentinc/librdkafka.git","","","","","",""
"libre2-11-absl20240722","","","","","","",""
"libreadline5","","","","","","",""
"libreadline6","","","","","","",""
"librelp","","","","","","",""
"libreoffice","","","","","","",""
"libreoffice-base-core","","","","","","",""
"libreoffice-base-drivers","","","","","","",""
"libreoffice-common","","","","","","",""
"libreoffice-uiconfig-base","","","","","","",""
"libreoffice-uiconfig-calc","","","","","","",""
"libreoffice-uiconfig-draw","","","","","","",""
"libreoffice-uiconfig-impress","","","","","","",""
"libreoffice-uiconfig-writer","","","","","","",""
"libreplaygain","","","","","","",""
"librest","","","","","","",""
"librest-0.7-0","","","","","","",""
"librevenge","","","","","","",""
"librist","","","","","","",""
"librsvg","","","","","","",""
"librsync","https://github.com/librsync/librsync.git","","","","","",""
"librttopo","","","","","","https://git.osgeo.org/gitea/rttopo/librttopo",""
"libsamplerate","","","","","","",""
"libscalar-list-utils-perl","","","","","","",""
"libsdl2","","","","","","",""
"libsdl2-image","https://github.com/libsdl-org/sdl_image.git","","","","","",""
"libseccomp","https://github.com/seccomp/libseccomp.git","","","","","",""
"libsecret","","","","","","",""
"libselinux","","","","","","",""
"libselinux-dev","","","","","","",""
"libsemanage","","","","","","",""
"libsensors4","","","","","","",""
"libsepol","","","","","","",""
"libsepol1","","","","","","",""
"libsepol1-dev","","","","","","",""
"libsereal-decoder-perl","","","","","","",""
"libsereal-encoder-perl","","","","","","",""
"libservlet3.1-java","","","","","","",""
"libset-scalar-perl","","","","","","",""
"libshout","","","","","","",""
"libshumate","","https://gitlab.gnome.org/gnome/libshumate.git","","","","",""
"libsidplay","","","","","","",""
"libsidplayfp","https://github.com/libsidplayfp/libsidplayfp.git","","","","","",""
"libsigc++-2.0","","","","","","",""
"libsigc++-2.0-0c2a","","","","","","",""
"libsigc++-3.0","","","","","","",""
"libsigsegv","","","","","","",""
"libsixel","https://github.com/libsixel/libsixel.git","","","","","",""
"libslirp","","https://gitlab.freedesktop.org/slirp/libslirp.git","","","","",""
"libsm","","","","","","",""
"libsmbclient","","","","","","",""
"libsmbldap2","","","","","","",""
"libsmi","","","","","","",""
"libsmi2ldbl","","","","","","",""
"libsndfile","","","","","","",""
"libsndfile-dev","","","","","","",""
"libsnmp30","","","","","","",""
"libsodium","","","","","","",""
"libsoup-3.0-common","","","","","","",""
"libsoup2.4","","","","","","",""
"libsoup2.4-1","","","","","","",""
"libsoup2.4-common","","","","","","",""
"libsoup3","","","","","","",""
"libsource-highlight4v5","","","","","","",""
"libsoxr","","","","","","",""
"libspatialaudio","https://github.com/videolabs/libspatialaudio.git","","","","","",""
"libspectre","","","","","","",""
"libspelling","","https://gitlab.gnome.org/chergert/libspelling.git","","","","",""
"libspf2","","","","","","",""
"libspiro","https://github.com/fontforge/libspiro.git","","","","","",""
"libspnav","","","","","","",""
"libsrtp2","https://github.com/cisco/libsrtp.git","","","","","",""
"libssh","","","","","","",""
"libssh2","","","","","","",""
"libssl1.0.0","","","","","","",""
"libssl1.1","","","","","","",""
"libstaroffice","https://github.com/fosnola/libstaroffice.git","","","","","",""
"libstring-escape-perl","","","","","","",""
"libsub-exporter-progressive-perl","","","","","","",""
"libsub-identify-perl","","","","","","",""
"libswresample3","","","","","","",""
"libswresample4","","","","","","",""
"libswscale5","","","","","","",""
"libswscale6","","","","","","",""
"libtasn1-3","","","","","","",""
"libtasn1-6","","","","","","",""
"libteam","","","","","","",""
"libterm-readkey-perl","","","","","","",""
"libtest-simple-perl","","","","","","",""
"libtext-levenshteinxs-perl","","","","","","",""
"libtext-markdown-discount-perl","","","","","","",""
"libtext-soundex-perl","","","","","","",""
"libtextwrap","","","","","","",""
"libthai","","","","","","",""
"libtheora","","","","","","",""
"libtinfo-dev","","","","","","",""
"libtinysparql-doc","","","","","","",""
"libtirpc","","","","","","",""
"libtlsrpt","https://github.com/sys4/libtlsrpt.git","","","","","",""
"libtomcrypt","","","","","","",""
"libtommath","","","","","","",""
"libtool","","","","","","",""
"libtpms","https://github.com/stefanberger/libtpms.git","","","","","",""
"libtracker-control-2.0-0","","","","","","",""
"libtracker-miner-2.0-0","","","","","","",""
"libtracker-sparql-2.0-0","","","","","","",""
"libtracker-sparql-3.0-0","","","","","","",""
"libtypes-serialiser-perl","","","","","","",""
"libu2f-host","","","","","","",""
"libudev0-shim","https://github.com/archlinux/libudev0-shim.git","","","","","",""
"libudfread","","","","","","",""
"libunibreak","https://github.com/adah1972/libunibreak.git","","","","","",""
"libunicode-linebreak-perl","https://github.com/hatukanezumi/unicode-linebreak.git","","","","","",""
"libunicode-utf8-perl","","","","","","",""
"libunistring","","","","","","",""
"libunity","","","","","","",""
"libunity-scopes-json-def-desktop","","","","","","",""
"libunwind","https://github.com/libunwind/libunwind.git","","","","","",""
"liburcu","","","","","","",""
"liburing","https://github.com/axboe/liburing.git","","","","","",""
"libusb","","","","","","",""
"libusb-1.0","","","","","","",""
"libusbmuxd","","","","","","",""
"libuser","","","","","","https://pagure.io/libuser/",""
"libutempter","","","","","","https://git.altlinux.org/people/ldv/packages/?p=libutempter.git",""
"libuv1","https://github.com/libuv/libuv.git","","","","","",""
"libva","https://github.com/intel/libva.git","","","","","",""
"libvariable-magic-perl","","","","","","",""
"libvdpau","","","","","","",""
"libvdpau-va-gl","https://github.com/i-rinat/libvdpau-va-gl.git","","","","","",""
"libverto","https://github.com/latchset/libverto.git","","","","","",""
"libvidstab","","","","","","",""
"libvirt","","","","","","",""
"libvirt-daemon-plugin-sanlock","","","","","","",""
"libvirt-glib","","","","","","",""
"libvisio","","","","","","",""
"libvisual","","","","","","",""
"libvncserver","","","","","","",""
"libvoikko","","","","","","",""
"libvorbis","","","","","","",""
"libvorbisidec","","","","","","",""
"libvpl","https://github.com/intel/libvpl.git","","","","","",""
"libvpx","","","","","","",""
"libvtk9-java","","","","","","",""
"libwacom","","","","","","",""
"libwebp","","","","","","",""
"libwinpr3-partial-api-3-17","","","","","","",""
"libwmf","","","","","","",""
"libwnck3","","https://gitlab.gnome.org/gnome/libwnck.git","","","","",""
"libwpd","","","","","","",""
"libwpe","","","","","","",""
"libwpg","","","","","","",""
"libwps","","","","","","",""
"libwww-perl","","","","","","",""
"libx11","","","","","","",""
"libx11-data","","","","","","",""
"libx264-160","","","","","","",""
"libx86","","","","","","",""
"libx86emu","https://github.com/wfeldt/libx86emu.git","","","","","",""
"libxapian22","","","","","","",""
"libxau","","","","","","",""
"libxaw","","","","","","",""
"libxcb","","","","","","",""
"libxcb-util0","","","","","","",""
"libxcomposite","","","","","","",""
"libxcrypt","","","","","","",""
"libxcursor","","","","","","",""
"libxcvt","","","","","","",""
"libxdamage","","","","","","",""
"libxdmcp","","","","","","",""
"libxext","","","","","","",""
"libxfce4ui","","","","","","",""
"libxfce4ui-common","","","","","","",""
"libxfce4util","","","","","","",""
"libxfce4util-common","","","","","","",""
"libxfce4windowing","","","","","","",""
"libxfce4windowing-common","","","","","","",""
"libxfixes","","","","","","",""
"libxfont","","","","","","",""
"libxi","","","","","","",""
"libxinerama","","","","","","",""
"libxkbcommon","","","","","","",""
"libxkbfile","","","","","","",""
"libxklavier","","","","","","",""
"libxml++2.6","","","","","","",""
"libxml2","","","","","","",""
"libxmlb","https://github.com/hughsie/libxmlb.git","","","","","",""
"libxmlsec1-nss","","","","","","",""
"libxmlsec1-openssl","","","","","","",""
"libxmu","","","","","","",""
"libxnvctrl","","","","","","",""
"libxpm","","","","","","",""
"libxpresent","","https://gitlab.freedesktop.org/xorg/lib/libxpresent.git","","","","",""
"libxrandr","","","","","","",""
"libxrender","","","","","","",""
"libxres","","","","","","",""
"libxshmfence","","https://gitlab.freedesktop.org/xorg/lib/libxshmfence.git","","","","",""
"libxslt","","https://gitlab.gnome.org/gnome/libxslt.git","","","","",""
"libxss","","","","","","",""
"libxt","","","","","","",""
"libxtst","","","","","","",""
"libxv","","","","","","",""
"libxvmc","","","","","","",""
"libxxf86dga","","","","","","",""
"libxxf86vm","","","","","","",""
"libyaml","https://github.com/yaml/libyaml.git","","","","","",""
"libyaml-libyaml-perl","","","","","","",""
"libyaml-perl","","","","","","",""
"libytnef","https://github.com/yeraze/ytnef.git","","","","","",""
"libyuv","","","","","","",""
"libz-dev","","","","","","",""
"libz-mingw-w64","","","","","","",""
"libzip","","","","","","",""
"libzmf","","","","","","",""
"libzstd","https://github.com/facebook/zstd.git","","","","","",""
"libzvbi-common","","","","","","",""
"lightdm","","","","","","",""
"lightsoff","","","","","","",""
"lilv","","","","","","",""
"linux","","","","","","",""
"linux-atm","","","","","","",""
"linux-base","","","","","","",""
"lirc","","","","","","",""
"lksctp-tools","https://github.com/sctp/lksctp-tools.git","","","","","",""
"lld-17","","","","","","",""
"lld-19","","","","","","",""
"lldb-17","","","","","","",""
"lldb-19","","","","","","",""
"llvm-19-dev","","","","","","",""
"llvm-toolchain-17","","","","","","",""
"llvm-toolchain-19","","","","","","",""
"lm-sensors","https://github.com/hramrach/lm-sensors.git","","","","","",""
"lmdb","","","","","","",""
"locales-all","","","","","","",""
"localsearch","","","","","","",""
"login.defs","","","","","","",""
"logrotate","https://github.com/logrotate/logrotate.git","","","","","",""
"lsb-base","","","","","","",""
"lshw","https://github.com/lyonel/lshw.git","","","","","",""
"lsof","https://github.com/lsof-org/lsof.git","","","","","",""
"lsscsi","","","","","","",""
"lua-bitop","","","","","","",""
"lua-expat","https://github.com/lunarmodules/luaexpat.git","","","","","",""
"lua-json","","","","","","",""
"lua-resty-core","","","","","","",""
"lua-socket","","","","","","",""
"lua5.1","","","","","","",""
"lua5.2","","","","","","",""
"lua5.3","","","","","","",""
"lua5.4","","","","","","",""
"luajit","https://github.com/openresty/luajit2.git","","","","","",""
"lv2","","","","","","",""
"lvm2","","","","","","https://sourceware.org/lvm2/",""
"lvm2-dbusd","","","","","","",""
"lxmenu-data","","","","","","",""
"lynx","","","","","","",""
"lyx","","","","","","",""
"lz4","https://github.com/lz4/lz4.git","","","","","",""
"lzip","","","","","","",""
"lzlib","","","","","","",""
"lzo2","","","","","","",""
"lzop","","","","","","",""
"m17n-db","","","","","","",""
"m17n-lib","","","","","","",""
"m4","","","","","","",""
"mailcommon","","","","","","https://invent.kde.org/pim/mailcommon",""
"mailimporter","","","","","","https://invent.kde.org/pim/mailimporter",""
"mailutils","","","","","","",""
"mailutils-common","","","","","","",""
"make-dfsg","","","","","","",""
"malcontent","","https://gitlab.freedesktop.org/pwithnall/malcontent.git","","","","",""
"man-db","","","","","","",""
"marco","","","","","","",""
"mariadb","","","","","","",""
"mariadb-common","","","","","","",""
"mate-control-center","","","","","","",""
"mate-desktop","","","","","","",""
"mate-menus","","","","","","",""
"mate-panel","","","","","","",""
"mate-utils","","","","","","",""
"mawk","","","","","","",""
"mbedtls","","","","","","",""
"mc","","","","","","",""
"md4c","https://github.com/mity/md4c.git","","","","","",""
"mdadm","https://github.com/md-raid-utilities/mdadm.git","","","","","",""
"meanwhile","https://github.com/obriencj/meanwhile.git","","","","","",""
"menu-cache","","","","","","",""
"mesa","","","","","","",""
"messagelib","","","","","","https://invent.kde.org/pim/messagelib",""
"meta-gnome3","","","","","","",""
"metacity","","https://gitlab.gnome.org/gnome/metacity.git","","","","",""
"metis","","","","","","",""
"mhash","","","","","","",""
"min12xxw","","","","","","",""
"minissdpd","","","","","","",""
"miniupnpc","","","","","","",""
"mjpegtools","","","","","","",""
"mlocate","","","","","","",""
"mod-dnssd","","","","","","",""
"modemmanager","","","","","","",""
"modemmanager-qt","","","","","","https://invent.kde.org/frameworks/modemmanager-qt",""
"module-init-tools","","","","","","",""
"mongo-c-driver","https://github.com/mongodb/mongo-c-driver.git","","","","","",""
"motif","","","","","","",""
"mousepad","","","","","","",""
"mousetweaks","","","","","","",""
"mozjs128","","","","","","",""
"mpclib3","","","","","","",""
"mpeg2dec","","","","","","",""
"mpfr4","","","","","","",""
"mpg123","","","","","","",""
"mpi-defaults","","","","","","",""
"mpich","","","","","","",""
"mplayer","","","","","","",""
"mscompress","https://github.com/stapelberg/mscompress.git","","","","","",""
"msgraph","","","","","","",""
"mtdev","","","","","","",""
"muffin","https://github.com/linuxmint/muffin.git","","","","","",""
"muffin-common","","","","","","",""
"multipath-tools","","","","","","",""
"munge","","","","","","",""
"muparser","","","","","","",""
"mutt","","","","","","",""
"mutter","","","","","","",""
"mysql-client","","","","","","",""
"mysql-defaults","","","","","","",""
"mysql-server","","","","","","",""
"mythes","","","","","","",""
"nano","","","","","","",""
"nas","","","","","","",""
"native-architecture","","","","","","",""
"nautilus","","","","","","",""
"nautilus-sendto","","","","","","",""
"ncdu","","","","","","",""
"ncurses","","","","","","",""
"ndctl","https://github.com/pmem/ndctl.git","","","","","",""
"nemo","https://github.com/linuxmint/nemo.git","","","","","",""
"neon27","","","","","","",""
"net-snmp","","","","","","",""
"net-tools","","","","","","",""
"netbase","","","","","","",""
"netcat","","","","","","",""
"netcat-openbsd","","","","","","",""
"netcdf","","","","","","",""
"netpbm-free","","","","","","",""
"nettle","","","","","","",""
"network-manager","","","","","","",""
"network-manager-applet","","","","","","",""
"networkmanager-qt","","","","","","https://invent.kde.org/frameworks/networkmanager-qt",""
"newt","","","","","","https://pagure.io/newt",""
"nfs-utils","","","","","","",""
"nftables","","","","","","",""
"nghttp2","","","","","","",""
"nghttp3","https://github.com/ngtcp2/nghttp3.git","","","","","",""
"nginx","","","","","","",""
"nginx-abi-1.26.3-1","","","","","","",""
"ngtcp2","https://github.com/ngtcp2/ngtcp2.git","","","","","",""
"nm-connection-editor","","","","","","",""
"nmap","","","","","","",""
"node-acorn","","","","","","",""
"node-cjs-module-lexer","","","","","","",""
"node-corepack","","","","","","",""
"node-minimatch","","","","","","",""
"node-undici","https://github.com/nodejs/llhttp.git","","","","","",""
"nodejs","","","","","","",""
"norm","","","","","","",""
"notification-daemon","","","","","","",""
"npth","","","","","","",""
"nspr","","","","","","",""
"nss","","","","","","",""
"ntfs-3g","https://github.com/tuxera/ntfs-3g.git","","","","","",""
"ntp","","","","","","",""
"ntpdate","","","","","","",""
"numactl","https://github.com/numactl/numactl.git","","","","","",""
"oath-toolkit","","","","","","",""
"obconf","https://github.com/danakj/obconf.git","","","","","",""
"ocean-sound-theme","","","","","","",""
"ocl-icd","https://github.com/ocl-dev/ocl-icd.git","","","","","",""
"odbcinst1debian2","","","","","","",""
"ogdi-dfsg","","","","","","",""
"okular","","","","","","",""
"omniidl","","","","","","",""
"onednn","https://github.com/oneapi-src/onednn.git","","","","","",""
"onetbb","","","","","","",""
"onnxruntime","https://github.com/microsoft/onnxruntime.git","","","","","",""
"open-coarrays","","","","","","",""
"openal-soft","https://github.com/kcat/openal-soft.git","","","","","",""
"openblas","","","","","","",""
"openbox","","","","","","",""
"openbsd-inetd","","","","","","",""
"openconnect","","","","","","",""
"opencore-amr","","","","","","",""
"opencv","","","","","","",""
"openexr","","","","","","",""
"openfec","https://github.com/roc-streaming/openfec.git","","","","","",""
"openh264","","","","","","",""
"openipmi","","","","","","",""
"openjpeg2","","","","","","",""
"openldap","","","","","","",""
"openmpi","","","","","","",""
"openmpi-common","","","","","","",""
"openni2","","","","","","",""
"opensc","https://github.com/opensc/opensc.git","","","","","",""
"opensp","","","","","","",""
"openssh","","","","","","",""
"openssh-sftp-server","","","","","","",""
"openssl","","","","","","",""
"openxr-sdk-source","https://github.com/khronosgroup/openxr-sdk-source.git","","","","","",""
"optipng","","","","","","",""
"opus","","","","","","",""
"opusfile","","","","","","",""
"orc","","","","","","https://cgit.freedesktop.org/gstreamer/orc",""
"osinfo-db","","","","","","",""
"ossp-uuid","","","","","","",""
"ostree","https://github.com/ostreedev/ostree.git","","","","","",""
"oxygen-sounds","","","","","","",""
"p11-kit","","","","","","",""
"p7zip","","","","","","",""
"packagekit","","","","","","",""
"packagekit-qt","","","","","","",""
"pam","","","","","","",""
"pango1.0","","","","","","",""
"pangomm","","","","","","",""
"pangomm2.48","","","","","","",""
"par2","","","","","","",""
"parole","","","","","","",""
"parted","","","","","","",""
"partitionmanager","","","","","","",""
"patch","","","","","","",""
"patchutils","","","","","","",""
