"package","github","gitlab","bitbucket","sourcehut","codeberg","custom","eco_guess"
"gstreamer-editing-services1.0","","","","","","",""
"gstreamer1.0","","","","","","",""
"gstreamer1.0-gtk3","","","","","","",""
"gtk+2.0","","","","","","",""
"gtk+3.0","","","","","","",""
"gtk-layer-shell","https://github.com/wmww/gtk-layer-shell.git","","","","","",""
"gtk-update-icon-cache","","","","","","",""
"gtk-vnc","","","","","","",""
"gtk2-engines","","","","","","",""
"gtk4","","","","","","",""
"gtkmm3.0","","","","","","",""
"gtkmm4.0","","","","","","",""
"gtksourceview3","","","","","","",""
"gtksourceview4","","","","","","",""
"gtksourceview5","","https://gitlab.gnome.org/gnome/gtksourceview.git","","","","",""
"gtkspell","","","","","","",""
"gtkspell3","","","","","","",""
"gts","","","","","","",""
"gucharmap","","","","","","",""
"guile-3.0-libs","","","","","","",""
"gupnp","","","","","","",""
"gupnp-av","","","","","","",""
"gupnp-dlna","","","","","","",""
"gupnp-igd","","","","","","",""
"gutenprint","","","","","","",""
"gvfs","","","","","","",""
"gvfs-bin","","","","","","",""
"gwenview","","","","","","",""
"gzip","","","","","","",""
"harfbuzz","","","","","","",""
"haveged","","","","","","",""
"hdf5","","","","","","",""
"hdf5-helpers","","","","","","",""
"hdparm","","","","","","",""
"heif-gdk-pixbuf","","","","","","",""
"heif-thumbnailer","","","","","","",""
"heimdal","","","","","","",""
"hesiod","","","","","","",""
"hexchat","","","","","","",""
"hfst-ospell","https://github.com/hfst/hfst-ospell.git","","","","","",""
"hicolor-icon-theme","","","","","","",""
"hidapi","https://github.com/libusb/hidapi.git","","","","","",""
"highway","https://github.com/google/highway.git","","","","","",""
"hiredis","https://github.com/redis/hiredis.git","","","","","",""
"hitori","","","","","","",""
"hoichess","","","","","","",""
"hostname","","","","","","",""
"hplip","","","","","","",""
"hsqldb1.8.0","","","","","","",""
"html2text","","https://gitlab.com/grobian/html2text.git","","","","",""
"http-parser","https://github.com/joyent/http-parser.git","","","","","",""
"hunspell","","","","","","",""
"hunspell-en-us","","","","","","",""
"hwinfo","https://github.com/opensuse/hwinfo.git","","","","","",""
"hwloc","","","","","","",""
"hyphen","https://github.com/hunspell/hyphen.git","","","","","",""
"iagno","","","","","","",""
"ibus","https://github.com/ibus/ibus.git","","","","","",""
"ibverbs-providers","","","","","","",""
"icoutils","","","","","","",""
"icu","","","","","","",""
"iftop","","","","","","",""
"ifupdown","","","","","","",""
"ijs","","","","","","",""
"imagemagick","","","","","","",""
"imagemagick-6-common","","","","","","",""
"imagemagick-6.q16","","","","","","",""
"imath","","","","","","",""
"imlib2","","","","","","",""
"incidenceeditor","","","","","","https://invent.kde.org/pim/incidenceeditor",""
"inetutils","","","","","","",""
"infinipath-psm","https://github.com/intel/psm.git","","","","","",""
"init-system-helpers","","","","","","",""
"initramfs-tools","","","","","","",""
"initramfs-tools-core","","","","","","",""
"inkscape","","","","","","",""
"insserv","https://github.com/slicer69/insserv.git","","","","","",""
"install-info","","","","","","",""
"intel-gmmlib","https://github.com/intel/gmmlib.git","","","","","",""
"intel-processor-trace","https://github.com/intel/libipt.git","","","","","",""
"intelrdfpmath","","","","","","",""
"intltool","","","","","","",""
"iperf3","","","","","","",""
"iproute","","","","","","",""
"iproute2","","","","","","",""
"ipset","","","","","","",""
"iptables","","","","","","",""
"iputils","https://github.com/iputils/iputils.git","","","","","",""
"isc-dhcp","","","","","","",""
"isl","","","","","","",""
"iso-codes","","","","","","",""
"iw","","","","","","",""
"jack-audio-connection-kit","","","","","","",""
"jackd2","","","","","","",""
"jansson","","","","","","",""
"jbig2dec","","","","","","",""
"jbigkit","","","","","","",""
"jemalloc","","","","","","",""
"jigit","","","","","","",""
"jimtcl","","","","","","",""
"jpeg-xl","https://github.com/libjxl/libjxl.git","","","","","",""
"jq","","","","","","",""
"json-c","https://github.com/json-c/json-c.git","","","","","",""
"json-glib","","","","","","",""
"juk","","","","","","",""
"junit4","","","","","","",""
"jxrlib","https://github.com/4creators/jxrlib.git","","","","","",""
"k3b","","","","","","",""
"kaccounts-integration","","","","","","https://invent.kde.org/network/kaccounts-integration",""
"kactivities-kf5","","","","","","https://invent.kde.org/frameworks/kactivities",""
"kactivities-stats","","","","","","https://invent.kde.org/frameworks/kactivities-stats",""
"kactivitymanagerd","","","","","","",""
"kaddressbook","","","","","","https://invent.kde.org/pim/kaddressbook",""
"kamera","","","","","","",""
"karchive","","","","","","https://invent.kde.org/frameworks/karchive",""
"kate","","","","","","",""
"kate5-data","","","","","","",""
"kauth","","","","","","https://invent.kde.org/frameworks/kauth",""
"kbd","","","","","","",""
"kbookmarks","","","","","","https://invent.kde.org/frameworks/kbookmarks",""
"kcalc","","","","","","",""
"kcalcore","","","","","","https://invent.kde.org/frameworks/kcalendarcore",""
"kcalutils","","","","","","https://invent.kde.org/pim/kcalutils",""
"kcmutils","","","","","","https://invent.kde.org/frameworks/kcmutils",""
"kcodecs","","","","","","https://invent.kde.org/frameworks/kcodecs",""
"kcolorpicker","https://github.com/ksnip/kcolorpicker.git","","","","","",""
"kcompletion","","","","","","https://invent.kde.org/frameworks/kcompletion",""
"kconfig","","","","","","https://invent.kde.org/frameworks/kconfig",""
"kconfigwidgets","","","","","","https://invent.kde.org/frameworks/kconfigwidgets",""
"kcontacts","","","","","","https://invent.kde.org/frameworks/kcontacts",""
"kcoreaddons","","","","","","https://invent.kde.org/frameworks/kcoreaddons",""
"kcrash","","","","","","https://invent.kde.org/frameworks/kcrash",""
"kdav","","","","","","https://invent.kde.org/frameworks/kdav",""
"kdbusaddons","","","","","","https://invent.kde.org/frameworks/kdbusaddons",""
"kde-cli-tools","","","","","","",""
"kdeclarative","","","","","","https://invent.kde.org/frameworks/kdeclarative",""
"kdecoration","","","","","","https://invent.kde.org/plasma/kdecoration",""
"kdegraphics-mobipocket","","","","","","https://invent.kde.org/graphics/kdegraphics-mobipocket",""
"kdepim-runtime","","","","","","https://invent.kde.org/pim/kdepim-runtime",""
"kdeplasma-addons","","","","","","https://invent.kde.org/plasma/kdeplasma-addons",""
"kdeplasma-addons-data","","","","","","",""
"kdesu","","","","","","https://invent.kde.org/frameworks/kdesu",""
"kdiagram","","","","","","https://invent.kde.org/graphics/kdiagram",""
"kdiagram2","","","","","","https://invent.kde.org/graphics/kdiagram",""
"kdnssd-kf5","","","","","","https://invent.kde.org/frameworks/kdnssd",""
"kdoctools","","","","","","https://invent.kde.org/frameworks/kdoctools",""
"kdoctools6","","","","","","",""
"kdsoap","","","","","","",""
"kdsoap-ws-discovery-client","","","","","","https://invent.kde.org/libraries/kdsoap-ws-discovery-client",""
"keybinder-3.0","https://github.com/engla/keybinder.git","","","","","",""
"keyutils","","","","","","https://git.kernel.org/pub/scm/linux/kernel/git/dhowells/keyutils.git",""
"kf6-attica","","","","","","https://invent.kde.org/frameworks/attica",""
"kf6-baloo","","","","","","https://invent.kde.org/frameworks/baloo",""
"kf6-bluez-qt","","","","","","https://invent.kde.org/frameworks/bluez-qt",""
"kf6-breeze-icon-theme-rcc","","","","","","",""
"kf6-breeze-icons","","","","","","https://invent.kde.org/frameworks/breeze-icons",""
"kf6-extra-cmake-modules","","","","","","https://invent.kde.org/frameworks/extra-cmake-modules",""
"kf6-frameworkintegration","","","","","","https://invent.kde.org/frameworks/frameworkintegration",""
"kf6-karchive","","","","","","https://invent.kde.org/frameworks/karchive",""
"kf6-kauth","","","","","","https://invent.kde.org/frameworks/kauth",""
"kf6-kbookmarks","","","","","","https://invent.kde.org/frameworks/kbookmarks",""
"kf6-kcalendarcore","","","","","","https://invent.kde.org/frameworks/kcalendarcore",""
"kf6-kcmutils","","","","","","https://invent.kde.org/frameworks/kcmutils",""
"kf6-kcodecs","","","","","","https://invent.kde.org/frameworks/kcodecs",""
"kf6-kcolorscheme","","","","","","https://invent.kde.org/frameworks/kcolorscheme",""
"kf6-kcompletion","","","","","","https://invent.kde.org/frameworks/kcompletion",""
"kf6-kconfig","","","","","","https://invent.kde.org/frameworks/kconfig",""
"kf6-kconfigwidgets","","","","","","https://invent.kde.org/frameworks/kconfigwidgets",""
"kf6-kcontacts","","","","","","https://invent.kde.org/frameworks/kcontacts",""
"kf6-kcoreaddons","","","","","","https://invent.kde.org/frameworks/kcoreaddons",""
"kf6-kcrash","","","","","","https://invent.kde.org/frameworks/kcrash",""
"kf6-kdav","","","","","","https://invent.kde.org/frameworks/kdav",""
"kf6-kdbusaddons","","","","","","https://invent.kde.org/frameworks/kdbusaddons",""
"kf6-kdeclarative","","","","","","https://invent.kde.org/frameworks/kdeclarative",""
"kf6-kded","","","","","","https://invent.kde.org/frameworks/kded",""
"kf6-kdesu","","","","","","https://invent.kde.org/frameworks/kdesu",""
"kf6-kdnssd","","","","","","https://invent.kde.org/frameworks/kdnssd",""
"kf6-kdoctools","","","","","","https://invent.kde.org/frameworks/kdoctools",""
"kf6-kfilemetadata","","","","","","https://invent.kde.org/frameworks/kfilemetadata",""
"kf6-kglobalaccel","","","","","","https://invent.kde.org/frameworks/kglobalaccel",""
"kf6-kguiaddons","","","","","","https://invent.kde.org/frameworks/kguiaddons",""
"kf6-kholidays","","","","","","https://invent.kde.org/frameworks/kholidays",""
"kf6-ki18n","","","","","","https://invent.kde.org/frameworks/ki18n",""
"kf6-kiconthemes","","","","","","https://invent.kde.org/frameworks/kiconthemes",""
"kf6-kidletime","","","","","","https://invent.kde.org/frameworks/kidletime",""
"kf6-kio","","","","","","https://invent.kde.org/frameworks/kio",""
"kf6-kirigami","","","","","","https://invent.kde.org/frameworks/kirigami",""
"kf6-kitemmodels","","","","","","https://invent.kde.org/frameworks/kitemmodels",""
"kf6-kitemviews","","","","","","https://invent.kde.org/frameworks/kitemviews",""
"kf6-kjobwidgets","","","","","","https://invent.kde.org/frameworks/kjobwidgets",""
"kf6-knewstuff","","","","","","https://invent.kde.org/frameworks/knewstuff",""
"kf6-knotifications","","","","","","https://invent.kde.org/frameworks/knotifications",""
"kf6-knotifyconfig","","","","","","https://invent.kde.org/frameworks/knotifyconfig",""
"kf6-kpackage","","","","","","https://invent.kde.org/frameworks/kpackage",""
"kf6-kparts","","","","","","https://invent.kde.org/frameworks/kparts",""
"kf6-kpeople","","","","","","https://invent.kde.org/frameworks/kpeople",""
"kf6-kpty","","","","","","https://invent.kde.org/frameworks/kpty",""
"kf6-kquickcharts","","","","","","https://invent.kde.org/frameworks/kquickcharts",""
"kf6-krunner","","","","","","https://invent.kde.org/frameworks/krunner",""
"kf6-kservice","","","","","","https://invent.kde.org/frameworks/kservice",""
"kf6-kstatusnotifieritem","","","","","","https://invent.kde.org/frameworks/kstatusnotifieritem",""
"kf6-ksvg","","","","","","https://invent.kde.org/frameworks/ksvg",""
"kf6-ktexteditor","","","","","","https://invent.kde.org/frameworks/ktexteditor",""
"kf6-ktexttemplate","","","","","","https://invent.kde.org/frameworks/ktexttemplate",""
"kf6-ktextwidgets","","","","","","https://invent.kde.org/frameworks/ktextwidgets",""
"kf6-kunitconversion","","","","","","https://invent.kde.org/frameworks/kunitconversion",""
"kf6-kuserfeedback","","","","","","https://invent.kde.org/frameworks/kuserfeedback",""
"kf6-kwallet","","","","","","https://invent.kde.org/frameworks/kwallet",""
"kf6-kwidgetsaddons","","","","","","https://invent.kde.org/frameworks/kwidgetsaddons",""
"kf6-kwindowsystem","","","","","","https://invent.kde.org/frameworks/kwindowsystem",""
"kf6-kxmlgui","","","","","","https://invent.kde.org/frameworks/kxmlgui",""
"kf6-modemmanager-qt","","","","","","https://invent.kde.org/frameworks/modemmanager-qt",""
"kf6-networkmanager-qt","","","","","","https://invent.kde.org/frameworks/networkmanager-qt",""
"kf6-prison","","","","","","https://invent.kde.org/frameworks/prison",""
"kf6-purpose","","","","","","https://invent.kde.org/frameworks/purpose",""
"kf6-solid","","","","","","https://invent.kde.org/frameworks/solid",""
"kf6-sonnet","","","","","","https://invent.kde.org/frameworks/sonnet",""
"kf6-syndication","","","","","","https://invent.kde.org/frameworks/syndication",""
"kf6-syntax-highlighting","","","","","","https://invent.kde.org/frameworks/syntax-highlighting",""
"kf6-threadweaver","","","","","","https://invent.kde.org/frameworks/threadweaver",""
"kfilemetadata-kf5","","","","","","https://invent.kde.org/frameworks/kfilemetadata",""
"kfind","","","","","","",""
"kglobalaccel","","","","","","https://invent.kde.org/frameworks/kglobalaccel",""
"kglobalacceld","","","","","","https://invent.kde.org/plasma/kglobalacceld",""
"kguiaddons","","","","","","https://invent.kde.org/frameworks/kguiaddons",""
"kholidays","","","","","","https://invent.kde.org/frameworks/kholidays",""
"khronos-opencl-clhpp","https://github.com/khronosgroup/opencl-clhpp.git","","","","","",""
"khronos-opencl-headers","","","","","","",""
"ki18n","","","","","","https://invent.kde.org/frameworks/ki18n",""
"kiconthemes","","","","","","https://invent.kde.org/frameworks/kiconthemes",""
"kidentitymanagement","","","","","","https://invent.kde.org/pim/kidentitymanagement",""
"kidletime","","","","","","https://invent.kde.org/frameworks/kidletime",""
"kimageannotator","https://github.com/ksnip/kimageannotator.git","","","","","",""
"kimageformat6-plugins","","","","","","",""
"kimap","","","","","","https://invent.kde.org/pim/kimap",""
"kinfocenter","","","","","","https://invent.kde.org/plasma/kinfocenter",""
"kio","","","","","","https://invent.kde.org/frameworks/kio",""
"kio-ldap","","","","","","",""
"kirigami-addons","","","","","","https://invent.kde.org/libraries/kirigami-addons/",""
"kirigami2","","","","","","https://invent.kde.org/frameworks/kirigami",""
"kitemmodels","","","","","","https://invent.kde.org/frameworks/kitemmodels",""
"kitemviews","","","","","","https://invent.kde.org/frameworks/kitemviews",""
"kjobwidgets","","","","","","https://invent.kde.org/frameworks/kjobwidgets",""
"kldap","","","","","","https://invent.kde.org/pim/kldap",""
"klibc","","","","","","https://git.kernel.org/cgit/libs/klibc/klibc.git",""
"kmag","","","","","","",""
"kmail","","","","","","",""
"kmailtransport","","","","","","https://invent.kde.org/pim/kmailtransport",""
"kmbox","","","","","","https://invent.kde.org/pim/kmbox",""
"kmenuedit","","","","","","https://invent.kde.org/plasma/kmenuedit",""
"kmime","","","","","","https://invent.kde.org/pim/kmime",""
"kmod","","","","","","",""
"kmousetool","","","","","","",""
"kmouth","","","","","","",""
"knewstuff","","","","","","https://invent.kde.org/frameworks/knewstuff",""
"knotes","","","","","","",""
"knotifications","","","","","","https://invent.kde.org/frameworks/knotifications",""
"knotifyconfig","","","","","","https://invent.kde.org/frameworks/knotifyconfig",""
"konqueror","","","","","","",""
"konsole","","","","","","",""
"kontactinterface","","","","","","https://invent.kde.org/pim/kontactinterface",""
"korganizer","","","","","","",""
"kpackage","","","","","","https://invent.kde.org/frameworks/kpackage",""
"kpackagetool5","","","","","","",""
"kpackagetool6","","","","","","",""
"kparts","","","","","","https://invent.kde.org/frameworks/kparts",""
"kpeople","","","","","","https://invent.kde.org/frameworks/kpeople",""
"kpeoplevcard","","","","","","",""
"kpimtextedit","","","","","","https://invent.kde.org/pim/kpimtextedit",""
"kpipewire","","","","","","https://invent.kde.org/plasma/kpipewire",""
"kpmcore","","","","","","https://invent.kde.org/system/kpmcore",""
"kpty","","","","","","https://invent.kde.org/frameworks/kpty",""
"kquickcharts","","","","","","https://invent.kde.org/frameworks/kquickcharts",""
"krb5","","","","","","",""
"krb5-config","","","","","","",""
"kross","","","","","","https://invent.kde.org/frameworks/kross",""
"krunner","","","","","","https://invent.kde.org/frameworks/krunner",""
"kservice","","","","","","https://invent.kde.org/frameworks/kservice",""
"ksmtp","","","","","","https://invent.kde.org/pim/ksmtp",""
"ksshaskpass","","","","","","https://invent.kde.org/plasma/ksshaskpass",""
"ksyntax-highlighting","","","","","","https://invent.kde.org/frameworks/syntax-highlighting",""
"ksysguard","","","","","","",""
"ksysguard-data","","","","","","",""
"ksysguardd","","","","","","",""
"ktextaddons","","","","","","https://invent.kde.org/libraries/ktextaddons",""
"ktexteditor","","","","","","https://invent.kde.org/frameworks/ktexteditor",""
"ktexteditor-data","","","","","","",""
"ktextwidgets","","","","","","https://invent.kde.org/frameworks/ktextwidgets",""
"ktnef","","","","","","https://invent.kde.org/pim/ktnef",""
"kunitconversion","","","","","","https://invent.kde.org/frameworks/kunitconversion",""
"kuserfeedback","","","","","","https://invent.kde.org/libraries/kuserfeedback",""
"kvazaar","https://github.com/ultravideo/kvazaar.git","","","","","",""
"kwallet-kf5","","","","","","https://invent.kde.org/frameworks/kwallet",""
"kwalletmanager","","","","","","",""
"kwayland","","","","","","https://invent.kde.org/frameworks/kwayland",""
"kwayland-kf5","","","","","","https://invent.kde.org/frameworks/kwayland",""
"kwidgetsaddons","","","","","","https://invent.kde.org/frameworks/kwidgetsaddons",""
"kwindowsystem","","","","","","https://invent.kde.org/frameworks/kwindowsystem",""
"kxmlgui","","","","","","https://invent.kde.org/frameworks/kxmlgui",""
"kyotocabinet","","","","","","",""
"ladspa-sdk","","","","","","",""
"lame","","","","","","",""
"lapack","","","","","","",""
"layer-shell-qt","","","","","","",""
"lbfgsb","","","","","","",""
"lcms2","","","","","","",""
"lensfun","","","","","","",""
"leptonlib","","","","","","",""
"lerc","https://github.com/esri/lerc.git","","","","","",""
"less","","","","","","",""
"level-zero","https://github.com/oneapi-src/level-zero.git","","","","","",""
"lib2geom","","https://gitlab.com/inkscape/lib2geom.git","","","","",""
"lib32c-dev","","","","","","",""
"libaacs","","","","","","",""
"libabw","","","","","","",""
"libaccounts-glib","","https://gitlab.com/accounts-sso/libaccounts-glib.git","","","","",""
"libaccounts-qt","","https://gitlab.com/accounts-sso/libaccounts-qt.git","","","","",""
"libadwaita-1","","","","","","",""
"libaec","","https://gitlab.dkrz.de/k202009/libaec.git","","","","",""
"libaio","","","","","","https://pagure.io/libaio",""
"libaio1","","","","","","",""
"libalgorithm-diff-perl","","","","","","",""
"libalgorithm-diff-xs-perl","","","","","","",""
"libao","","","","","","",""
"libapache2-mod-php5","","","","","","",""
"libappimage","https://github.com/appimagecommunity/libappimage.git","","","","","",""
"libapt-pkg","","","","","","",""
"libapt-pkg6.0","","","","","","",""
"libarchive","","","","","","",""
"libart-lgpl","","","","","","",""
"libass","https://github.com/libass/libass.git","","","","","",""
"libass5","","","","","","",""
"libassuan","","","","","","",""
"libasyncns","","","","","","",""
"libatasmart","","","","","","",""
"libavc1394","","","","","","",""
"libavcodec58","","","","","","",""
"libavcodec59","","","","","","",""
"libavdevice58","","","","","","",""
"libavdevice59","","","","","","",""
"libavfilter7","","","","","","",""
"libavfilter8","","","","","","",""
"libavformat58","","","","","","",""
"libavformat59","","","","","","",""
"libavif","https://github.com/aomediacodec/libavif.git","","","","","",""
"libavresample4","","","","","","",""
"libavtp","https://github.com/avnu/libavtp.git","","","","","",""
"libavutil56","","","","","","",""
"libavutil57","","","","","","",""
"libayatana-appindicator","https://github.com/ayatanaindicators/libayatana-appindicator.git","","","","","",""
"libayatana-indicator","https://github.com/ayatanaindicators/libayatana-indicator.git","","","","","",""
"libb-hooks-op-check-perl","","","","","","",""
"libb2","","","","","","",""
"libb64","","","","","","",""
"libbdplus","","","","","","",""
"libberkeleydb-perl","https://github.com/pmqs/berkeleydb.git","","","","","",""
"libbit-vector-perl","","","","","","",""
"libblockdev","https://github.com/storaged-project/libblockdev.git","","","","","",""
"libbluray","","","","","","",""
"libboost-python1.83.0-py313","","","","","","",""
"libbpf","","","","","","",""
"libbs2b","","","","","","",""
"libbsd","","","","","","",""
"libburn","","","","","","",""
"libbytesize","https://github.com/storaged-project/libbytesize.git","","","","","",""
"libc-dev","","","","","","",""
"libc-l10n","","","","","","",""
"libcaca","","","","","","",""
"libcacard","","","","","","https://cgit.freedesktop.org/spice/libcacard/",""
"libcairo-gobject-perl","","","","","","",""
"libcairo-perl","","","","","","",""
"libcanberra","","","","","","",""
"libcap-ng","","","","","","",""
"libcap2","","","","","","",""
"libcapi20-3","","","","","","",""
"libcarp-clan-perl","","","","","","",""
"libcbor","https://github.com/pjk/libcbor.git","","","","","",""
"libcddb","","","","","","",""
"libcdio","","","","","","",""
"libcdio-paranoia","","","","","","",""
"libcdr","","","","","","",""
"libcfitsio-bin","","","","","","",""
"libcgi-pm-perl","","","","","","",""
"libchamplain","","","","","","",""
"libclass-xsaccessor-perl","","","","","","",""
"libcloudproviders","","","","","","",""
"libcmis","https://github.com/tdf/libcmis.git","","","","","",""
"libcomerr2","","","","","","",""
"libcommon-sense-perl","","","","","","",""
"libconfig","","","","","","",""
"libconfuse","https://github.com/libconfuse/libconfuse.git","","","","","",""
"libcpanel-json-xs-perl","","","","","","",""
"libcpufreq0","","","","","","",""
"libcroco3","","","","","","",""
"libcrypto++","","","","","","",""
"libcue","https://github.com/lipnitsk/libcue.git","","","","","",""
"libcurl-dev","","","","","","",""
"libcurl3","","","","","","",""
"libcurl3-gnutls","","","","","","",""
"libcwidget3","","","","","","",""
"libdaemon","","","","","","",""
"libdate-calc-perl","","","","","","",""
"libdatetime-format-iso8601-perl","","","","","","",""
"libdatrie","","","","","","",""
"libdazzle","","https://gitlab.gnome.org/gnome/libdazzle.git","","","","",""
"libdbd-sqlite3-perl","","","","","","",""
"libdbi","","","","","","",""
"libdbusmenu","","","","","","",""
"libdbusmenu-qt","","","","","","",""
"libdc1394","","","","","","",""
"libdc1394-22","","","","","","",""
"libdca","","","","","","",""
"libde265","https://github.com/strukturag/libde265.git","","","","","",""
"libdebian-installer","","","","","","",""
"libdebuginfod-common","","","","","","",""
"libdecor-0","","https://gitlab.freedesktop.org/libdecor/libdecor.git","","","","",""
"libdeflate","https://github.com/ebiggers/libdeflate.git","","","","","",""
"libdevel-globaldestruction-perl","","","","","","",""
"libdevel-size-perl","","","","","","",""
"libdex","","https://gitlab.gnome.org/gnome/libdex.git","","","","",""
"libdiscid","","","","","","",""
"libdisplay-info","","https://gitlab.freedesktop.org/emersion/libdisplay-info.git","","","","",""
"libdmapsharing","","","","","","",""
"libdmtx","","","","","","",""
"libdolphinvcs5","","","","","","",""
"libdrm","","https://gitlab.freedesktop.org/mesa/drm.git","","","","",""
"libdumbnet","https://github.com/ofalk/libdnet.git","","","","","",""
"libdv","","","","","","",""
"libdvbpsi","","","","","","",""
"libdvdnav","","","","","","",""
"libdvdread","","","","","","",""
"libe-book","","","","","","",""
"libeac3","","","","","","",""
"libebml","","","","","","",""
"libebur128","https://github.com/jiixyj/libebur128.git","","","","","",""
"libedit","","","","","","",""
"libei","","https://gitlab.freedesktop.org/libinput/libei.git","","","","",""
"libemf","","","","","","",""
"libenchant1c2a","","","","","","",""
"libeot","","","","","","",""
"libepoxy","https://github.com/anholt/libepoxy.git","","","","","",""
"libepsilon1","","","","","","",""
"libepubgen","","","","","","",""
"liberror-perl","","","","","","",""
"libestr","","","","","","",""
"libetonyek","","","","","","",""
"libev","","","","","","",""
"libevdev","","","","","","",""
"libevent","","","","","","",""
"libexecs","","","","","","",""
"libexif","","","","","","",""
"libexiv2-27","","","","","","",""
"libexpat-dev","","","","","","",""
"libexttextcat","","","","","","",""
"libexttextcat-data","","","","","","",""
"libfabric","","","","","","",""
"libfakekey","","","","","","",""
"libfam0","","","","","","",""
"libfastjson","https://github.com/rsyslog/libfastjson.git","","","","","",""
"libffado","","","","","","",""
"libffi","","","","","","https://sourceware.org/libffi/",""
"libfido2","","","","","","",""
"libfile-fcntllock-perl","","","","","","",""
"libfilezilla","","","","","","",""
"libflac8","","","","","","",""
"libfluidsynth1","","","","","","",""
"libfm","https://github.com/lxde/libfm.git","","","","","",""
"libfm-data","","","","","","",""
"libfm-gtk-data","","","","","","",""
"libfontenc","","","","","","",""
"libfreeaptx","https://github.com/iamthehorker/libfreeaptx.git","","","","","",""
"libfreehand","","","","","","",""
"libfreetype6-dev","","","","","","",""
"libftdi1","","","","","","",""
"libgadu","","","","","","",""
"libgav1","","","","","","",""
"libgc","","","","","","",""
"libgcc1","","","","","","",""
"libgcrypt11","","","","","","",""
"libgcrypt20","","","","","","",""
"libgd2","","","","","","",""
"libgdata","","","","","","",""
"libgdbm3","","","","","","",""
"libgdiplus","","","","","","",""
"libgdk-pixbuf2.0-0","","","","","","",""
"libgedit-amtk","","","","","","",""
"libgedit-gfls","","","","","","",""
"libgedit-gtksourceview","","","","","","",""
"libgedit-tepl","","","","","","",""
"libgee-0.8","","","","","","",""
"libgegl-common","","","","","","",""
"libgeotiff","","","","","","",""
"libgepub","","","","","","",""
"libgimp2.0","","","","","","",""
"libgirepository-1.0-1-with-libffi8","","","","","","",""
"libgit2","","","","","","",""
"libgit2-glib","","","","","","",""
"libgl1-mesa-glx","","","","","","",""
"libglib-object-introspection-perl","","","","","","",""
"libglib-perl","","","","","","",""
"libglu","","","","","","",""
"libglvnd","","https://gitlab.freedesktop.org/glvnd/libglvnd.git","","","","",""
"libgnome-games-support1","","","","","","",""
"libgnomecanvas","","","","","","",""
"libgnomekbd","","","","","","",""
"libgnt","","","","","","",""
"libgnutls26","","","","","","",""
"libgom","","","","","","",""
"libgpg-error","","","","","","",""
"libgpgme11-dev","","","","","","",""
"libgphoto2","https://github.com/gphoto/libgphoto2.git","","","","","",""
"libgpod","","","","","","",""
"libgps28","","","","","","",""
"libgravatar","","","","","","https://invent.kde.org/pim/libgravatar",""
"libgs9","","","","","","",""
"libgs9-common","","","","","","",""
"libgsasl7","","","","","","",""
"libgsf","","","","","","",""
"libgsm","","","","","","",""
"libgssglue","","https://gitlab.com/gsasl/libgssglue.git","","","","",""
"libgtk-3-common","","","","","","",""
"libgtk-4-common","","","","","","",""
"libgtk-4-media-gstreamer","","","","","","",""
"libgtop2","","","","","","",""
"libgudev","","","","","","",""
"libgusb","https://github.com/hughsie/libgusb.git","","","","","",""
"libgweather4","","","","","","",""
"libgxps","","","","","","",""
"libhandy-1","","","","","","",""
"libhdf4","","","","","","",""
"libheif","","","","","","",""
"libical3","https://github.com/libical/libical.git","","","","","",""
"libice","","","","","","",""
"libid3tag","","","","","","",""
"libidn","","","","","","",""
"libidn11","","","","","","",""
"libidn2","","","","","","",""
"libiec61883","","","","","","",""
"libieee1284","","","","","","",""
"libilmbase-dev","","","","","","",""
"libimagequant","https://github.com/imageoptim/libimagequant.git","","","","","",""
"libimobiledevice","","","","","","",""
"libimobiledevice-glue","https://github.com/libimobiledevice/libimobiledevice-glue.git","","","","","",""
"libinih","https://github.com/benhoyt/inih.git","","","","","",""
"libinput","","","","","","",""
"libinstpatch","https://github.com/swami/libinstpatch.git","","","","","",""
"libintl-perl","","","","","","",""
"libio-compress-perl","","","","","","",""
"libiptc0","","","","","","",""
"libiptcdata","https://github.com/ianw/libiptcdata.git","","","","","",""
"libisc95","","","","","","",""
"libiscsi","https://github.com/sahlberg/libiscsi.git","","","","","",""
"libisoburn","","","","","","",""
"libisofs","","","","","","",""
"libixion","","https://gitlab.com/ixion/ixion.git","","","","",""
"libjaylink","","","","","","http://git.zapb.de/libjaylink/libjaylink",""
"libjcat","https://github.com/hughsie/libjcat.git","","","","","",""
"libjpeg-turbo","","","","","","",""
"libjs-bootstrap5","","","","","","",""
"libjs-jquery","","","","","","",""
"libjs-jquery-ui","","","","","","",""
"libjs-marked","","","","","","",""
"libjs-mathjax","","","","","","",""
"libjs-sphinxdoc","","","","","","",""
"libjs-underscore","","","","","","",""
"libjson-xs-perl","","","","","","",""
"libjsoncpp","https://github.com/open-source-parsers/jsoncpp.git","","","","","",""
"libk3b7","","","","","","",""
"libk3b7-extracodecs","","","","","","",""
"libkate","","","","","","",""
"libkcddb","","","","","","https://invent.kde.org/multimedia/libkcddb",""
"libkdcraw","","","","","","https://invent.kde.org/graphics/libkdcraw",""
"libkdepim","","","","","","https://invent.kde.org/pim/libkdepim",""
"libkexiv2","","","","","","https://invent.kde.org/graphics/libkexiv2",""
"libkf5codecs-data","","","","","","",""
"libkf5filemetadata-data","","","","","","",""
