"package","dependency","type"
"xfce4-cpufreq-plugin","xfce4-panel","declared"
"kf6-breeze-icons","glibc","declared"
"kf6-breeze-icons","kf6-breeze-icon-theme-rcc","declared"
"kf6-breeze-icons","qt6-base","declared"
"motif","fontconfig","declared"
"motif","glibc","declared"
"motif","libjpeg-turbo","declared"
"motif","libpng1.6","declared"
"motif","libx11","declared"
"motif","libxext","declared"
"motif","libxmu","declared"
"motif","libxt","declared"
"motif","uil","declared"
"motif","x11-common","declared"
"motif","xft","declared"
"binutils","gcc-14","declared"
"binutils","glibc","declared"
"binutils","jansson","declared"
"binutils","libzstd","declared"
"binutils","make-dfsg","declared"
"binutils","pkgconf","declared"
"binutils","python3-defaults","declared"
"binutils","texinfo","declared"
"binutils","zlib","declared"
"libnginx-mod-http-auth-pam","glibc","declared"
"libnginx-mod-http-auth-pam","nginx-abi-1.26.3-1","declared"
"libnginx-mod-http-auth-pam","pam","declared"
"jackd2","db5.3","declared"
"jackd2","gcc-14","declared"
"jackd2","glibc","declared"
"jackd2","libsamplerate","declared"
"jackd2","opus","declared"
"libcap-ng","glibc","declared"
"z3","gcc-14","declared"
"z3","glibc","declared"
"debugedit","elfutils","declared"
"debugedit","glibc","declared"
"net-tools","glibc","declared"
"net-tools","libselinux","declared"
"libphonenumber","abseil","declared"
"libphonenumber","boost-defaults","declared"
"libphonenumber","gcc-14","declared"
"libphonenumber","glibc","declared"
"libphonenumber","icu","declared"
"libphonenumber","libphonenumber8t64-protobuf32","declared"
"libphonenumber","protobuf","declared"
"libphonenumber","protobuf-api-32-0","declared"
"x11-apps","glibc","declared"
"x11-apps","libpng1.6","declared"
"x11-apps","libsm","declared"
"x11-apps","libx11","declared"
"x11-apps","libxaw","declared"
"x11-apps","libxcb","declared"
"x11-apps","libxcursor","declared"
"x11-apps","libxext","declared"
"x11-apps","libxi","declared"
"x11-apps","libxkbfile","declared"
"x11-apps","libxmu","declared"
"x11-apps","libxrender","declared"
"x11-apps","libxt","declared"
"x11-apps","man-db","declared"
"x11-apps","xft","declared"
"malcontent","accountsservice","declared"
"malcontent","appstream","declared"
"malcontent","flatpak","declared"
"malcontent","gir1.2-accountsservice-1.0-dev","declared"
"malcontent","gir1.2-adw-1-dev","declared"
"malcontent","gir1.2-gio-2.0-dev","declared"
"malcontent","gir1.2-gobject-2.0-dev","declared"
"malcontent","gir1.2-gtk-4.0-dev","declared"
"malcontent","gir1.2-malcontent-0","declared"
"malcontent","gir1.2-malcontentui-1","declared"
"malcontent","glib2.0","declared"
"malcontent","glibc","declared"
"malcontent","gtk4","declared"
"malcontent","libadwaita-1","declared"
"chafa","glib2.0","declared"
"chafa","glibc","declared"
"gexiv2","exiv2","declared"
"gexiv2","gcc-14","declared"
"gexiv2","gir1.2-gexiv2-0.10","declared"
"gexiv2","glib2.0","declared"
"gexiv2","glibc","declared"
"libeot","glibc","declared"
"webrtc-audio-processing","abseil","declared"
"webrtc-audio-processing","gcc-14","declared"
"webrtc-audio-processing","glibc","declared"
"xfdesktop4","cairo","declared"
"xfdesktop4","exo","declared"
"xfdesktop4","garcon","declared"
"xfdesktop4","gdk-pixbuf","declared"
"xfdesktop4","glib2.0","declared"
"xfdesktop4","glibc","declared"
"xfdesktop4","gtk+3.0","declared"
"xfdesktop4","gtk-layer-shell","declared"
"xfdesktop4","libnotify","declared"
"xfdesktop4","libx11","declared"
"xfdesktop4","libxfce4ui","declared"
"xfdesktop4","libxfce4util","declared"
"xfdesktop4","libxfce4windowing","declared"
"xfdesktop4","libyaml","declared"
"xfdesktop4","pango1.0","declared"
"xfdesktop4","thunar","declared"
"xfdesktop4","xfconf","declared"
"powertop","gcc-14","declared"
"powertop","glibc","declared"
"powertop","libnl3","declared"
"powertop","ncurses","declared"
"powertop","pciutils","declared"
"libonig","glibc","declared"
"libvpx","glibc","declared"
"insserv","glibc","declared"
"parted","dmidecode","declared"
"parted","glibc","declared"
"parted","lvm2","declared"
"parted","ncurses","declared"
"parted","readline","declared"
"parted","util-linux","declared"
"lua5.1","gcc-14","declared"
"lua5.1","glibc","declared"
"lua5.1","readline","declared"
"pango1.0","cairo","declared"
"pango1.0","fontconfig","declared"
"pango1.0","fonts-noto-color-emoji","declared"
"pango1.0","fonts-noto-core","declared"
"pango1.0","freetype","declared"
"pango1.0","fribidi","declared"
"pango1.0","gir1.2-pango-1.0","declared"
"pango1.0","glib2.0","declared"
"pango1.0","glibc","declared"
"pango1.0","harfbuzz","declared"
"pango1.0","libthai","declared"
"pango1.0","libx11","declared"
"pango1.0","libxrender","declared"
"pango1.0","pkgconf","declared"
"pango1.0","sysprof","declared"
"pango1.0","xft","declared"
"at","glibc","declared"
"at","libpam-runtime","declared"
"at","libselinux","declared"
"at","lsb-base","declared"
"at","pam","declared"
"kservice","gcc-14","declared"
"kservice","glibc","declared"
"kservice","kconfig","declared"
"kservice","kcoreaddons","declared"
"kservice","kdbusaddons","declared"
"kservice","ki18n","declared"
"kservice","qtbase-opensource-src","declared"
"tmux","glibc","declared"
"tmux","jemalloc","declared"
"tmux","libevent","declared"
"tmux","ncurses","declared"
"tmux","systemd","declared"
"pulseaudio","abseil","declared"
"pulseaudio","adduser","declared"
"pulseaudio","alsa-lib","declared"
"pulseaudio","alsa-plugins","declared"
"pulseaudio","avahi","declared"
"pulseaudio","bluez","declared"
"pulseaudio","dbus","declared"
"pulseaudio","dbus-python","declared"
"pulseaudio","dconf","declared"
"pulseaudio","fftw3","declared"
"pulseaudio","gcc-14","declared"
"pulseaudio","glib2.0","declared"
"pulseaudio","glibc","declared"
"pulseaudio","gst-plugins-base1.0","declared"
"pulseaudio","gstreamer1.0","declared"
"pulseaudio","init-system-helpers","declared"
"pulseaudio","jackd2","declared"
"pulseaudio","libasyncns","declared"
"pulseaudio","libcap2","declared"
"pulseaudio","libice","declared"
"pulseaudio","libsm","declared"
"pulseaudio","libsndfile","declared"
"pulseaudio","libsoxr","declared"
"pulseaudio","libtool","declared"
"pulseaudio","libx11","declared"
"pulseaudio","libxcb","declared"
"pulseaudio","libxtst","declared"
"pulseaudio","lirc","declared"
"pulseaudio","openssl","declared"
"pulseaudio","orc","declared"
"pulseaudio","python3-dbus.mainloop.pyqt5","declared"
"pulseaudio","python3-defaults","declared"
"pulseaudio","python3-pyqt5","declared"
"pulseaudio","samba","declared"
"pulseaudio","sbc","declared"
"pulseaudio","speexdsp","declared"
"pulseaudio","systemd","declared"
"pulseaudio","tcp-wrappers","declared"
"pulseaudio","webrtc-audio-processing","declared"
"libwpg","gcc-14","declared"
"libwpg","glibc","declared"
"libwpg","librevenge","declared"
"libwpg","libwpd","declared"
"libmd","glibc","declared"
