"package","github_repo","git","eco_guess","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class"
"libjsoncpp","open-source-parsers/jsoncpp","https://github.com/open-source-parsers/jsoncpp.git","","5612","2178","2054","2059","4134","17636","False","True","True","0.00001872","D"
"gir1.2-gnomeautoar-0.1","","","","0","0","0","0","0","0","False","False","False","0.00001867","D"
"gir1.2-gnomeautoargtk-0.1","","","","0","0","0","0","0","0","False","False","False","0.00001867","D"
"egl-wayland","NVIDIA/egl-wayland","https://github.com/nvidia/egl-wayland.git","","6957","957","6059","7224","9406","11143","False","True","False","0.00001864","D"
"lua-expat","lunarmodules/luaexpat","https://github.com/lunarmodules/luaexpat.git","","69","89","68","69","62","57","False","True","False","0.00001861","D"
"lua-bitop","","","","56","74","61","57","46","44","False","True","False","0.00001858","D"
"gir1.2-ical-3.0","","","","0","0","0","0","0","0","False","False","False","0.00001849","D"
"lua-socket","","","","0","0","0","0","0","0","False","False","False","0.00001844","D"
"lua-json","","","","0","0","0","0","0","0","False","False","False","0.00001844","D"
"libphonenumber8t64-protobuf32","","","","0","0","0","0","0","0","False","False","False","0.00001825","D"
"gdal","","","","7047","3970","4832","5307","6396","14730","False","True","False","0.00001793","D"
"gir1.2-goa-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001786","D"
"libb64","","","","4768","928","1513","1687","4747","14966","False","True","False","0.00001784","D"
"gir1.2-gupnp-av-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001778","D"
"gir1.2-gl-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001773","D"
"xserver-common","","","","0","0","0","0","0","0","False","False","False","0.00001770","D"
"gir1.2-xmlb-2.0","","","","0","0","0","0","0","0","False","False","False","0.00001756","D"
"gnome-panel","","","","6698","7006","6587","7081","6609","6207","False","True","False","0.00001728","D"
"gir1.2-gxps-0.1","","","","0","0","0","0","0","0","False","False","False","0.00001725","D"
"spamassassin","","","","5834","6849","6177","5923","5220","5003","False","True","False","0.00001717","D"
"qttools5-dev-tools","","","","0","0","0","0","0","0","False","False","False","0.00001702","D"
"gir1.2-gupnpigd-1.6","","","","0","0","0","0","0","0","False","False","False","0.00001694","D"
"gir1.2-grilo-0.3","","","","0","0","0","0","0","0","False","False","False","0.00001690","D"
"libotf","","","","5965","363","2003","3950","10796","12717","False","True","False","0.00001689","D"
"gir1.2-gdk-4.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00001689","D"
"gir1.2-keybinder-3.0","","","","0","0","0","0","0","0","False","False","False","0.00001683","D"
"librelp","","","","1053","1173","1137","1055","968","935","False","True","False","0.00001650","D"
"gfortran-14","","","","0","0","0","0","0","0","False","False","False","0.00001649","D"
"debhelper","","","","0","0","0","0","0","0","False","False","False","0.00001640","D"
"libpython3-dev","","","","0","0","0","0","0","0","False","False","False","0.00001609","D"
"python3-dev","","","","0","0","0","0","0","0","False","False","False","0.00001600","D"
"libboost-python1.83.0-py313","","","","0","0","0","0","0","0","False","False","False","0.00001600","D"
"gir1.2-caja-2.0","","","","0","0","0","0","0","0","False","False","False","0.00001599","D"
"pinentry-gnome3","","","","0","0","0","0","0","0","False","False","False","0.00001597","D"
"gir1.2-graphene-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00001579","D"
"libcommon-sense-perl","","","","0","0","0","0","0","0","False","False","False","0.00001568","D"
"libtypes-serialiser-perl","","","","0","0","0","0","0","0","False","False","False","0.00001568","D"
"gir1.2-nma4-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001566","D"
"protobuf-api-32-0","","","","0","0","0","0","0","0","False","False","False","0.00001562","D"
"bubblewrap","","","","0","0","0","0","0","0","False","False","False","0.00001550","D"
"libdbd-sqlite3-perl","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"libcgi-pm-perl","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"libmediawiki-api-perl","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"libyaml-perl","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"liblwp-protocol-https-perl","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"liberror-perl","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"cvsps","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"libdatetime-format-iso8601-perl","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"libterm-readkey-perl","","","","0","0","0","0","0","0","False","False","False","0.00001544","D"
"recode","rrthomas/recode","https://github.com/rrthomas/recode.git","","1588","265","213","210","1432","5821","False","True","False","0.00001540","D"
"gir1.2-gcr-4","","","","0","0","0","0","0","0","False","False","False","0.00001516","D"
"miniupnpc","","","","3653","603","515","508","3453","13189","False","True","False","0.00001513","D"
"gir1.2-wnck-3.0","","","","0","0","0","0","0","0","False","False","False","0.00001503","D"
"libtlsrpt","sys4/libtlsrpt","https://github.com/sys4/libtlsrpt.git","","4657","0","0","0","0","4657","False","True","False","0.00001476","D"
"libmodbus","","","","5523","2337","3344","4308","8030","9597","False","True","False","0.00001474","D"
"libkpim6mime6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00001472","D"
"gir1.2-handy-1","","","","0","0","0","0","0","0","False","False","False","0.00001453","D"
"czmq","","","","115","124","117","104","116","116","False","True","False","0.00001422","D"
"gir1.2-accounts-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001420","D"
"libsidplayfp","libsidplayfp/libsidplayfp","https://github.com/libsidplayfp/libsidplayfp.git","","5649","324","1436","4546","10264","11679","False","True","False","0.00001416","D"
"gir1.2-libxfce4ui-2.0","","","","0","0","0","0","0","0","False","False","False","0.00001410","D"
"libxfce4ui-common","","","","0","0","0","0","0","0","False","False","False","0.00001410","D"
"dbconfig-mysql","","","","0","0","0","0","0","0","False","False","False","0.00001394","D"
"dbconfig-pgsql","","","","0","0","0","0","0","0","False","False","False","0.00001394","D"
"gir1.2-colordgtk-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001380","D"
"python3-dbus.mainloop.pyqt5","","","","0","0","0","0","0","0","False","False","False","0.00001369","D"
"python3-pyqt5","","","","0","0","0","0","0","0","False","False","False","0.00001369","D"
"utf8proc","JuliaStrings/utf8proc","https://github.com/juliastrings/utf8proc.git","","3246","102","111","112","3246","12662","False","True","True","0.00001365","D"
"libkpim6akonadicore6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00001359","D"
"gir1.2-nma-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001349","D"
"gir1.2-nm-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00001349","D"
"libcrypto++","","","","3019","3009","3779","3202","2302","2804","False","True","False","0.00001339","D"
"accounts-qml-module","","https://gitlab.com/accounts-sso/accounts-qml-module.git","","4717","3","2","3","1746","21835","False","True","False","0.00001338","D"
"gir1.2-gsk-4.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00001330","D"
"spatialite","","","","5339","2279","2151","2107","3202","16956","False","True","False","0.00001328","D"
"libluajit-5.1-common","","","","0","0","0","0","0","0","False","False","False","0.00001328","D"
"armadillo","","","","5282","2353","2237","2241","3104","16479","False","True","False","0.00001314","D"
"kpipewire","","https://invent.kde.org/plasma/kpipewire","","5124","0","5","15","2060","18416","False","True","False","0.00001305","D"
"gir1.2-gck-2","","","","0","0","0","0","0","0","False","False","False","0.00001299","D"
"tcltk-defaults","","","","5276","4439","4384","4660","5871","7027","False","True","False","0.00001291","D"
"gir1.2-json-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00001289","D"
"gir1.2-zbar-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001285","D"
"gir1.2-gweather-4.0","","","","0","0","0","0","0","0","False","False","False","0.00001276","D"
"gir1.2-poppler-0.18","","","","0","0","0","0","0","0","False","False","False","0.00001270","D"
"rust-rpm-sequoia","","","","4745","0","0","0","0","4745","False","True","False","0.00001269","D"
"libsmi","","","","4861","4749","4573","4644","4411","5931","False","True","False","0.00001265","D"
"rhash","","","","3427","70","66","72","3535","13396","False","True","False","0.00001262","D"
"gir1.2-ggit-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001255","D"
"jack-audio-connection-kit","","","","2364","2452","2120","2169","2490","2592","False","True","False","0.00001255","D"
"libgpgme11-dev","","","","25","41","29","27","17","15","False","True","False","0.00001250","D"
"gir1.2-jcat-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001244","D"
"gnutls-dev","","","","0","0","0","0","0","0","False","False","False","0.00001244","D"
"qt6-networkauth","","","","4750","0","38","67","831","18065","False","True","False","0.00001238","D"
"fonts-cantarell","","","","0","0","0","0","0","0","False","False","False","0.00001237","D"
"openmpi-common","","","","0","0","0","0","0","0","False","False","False","0.00001232","D"
"libjs-jquery-ui","","","","0","0","0","0","0","0","False","False","False","0.00001232","D"
"augeas-lenses","","","","0","0","0","0","0","0","False","False","False","0.00001226","D"
"libosinfo-l10n","","","","0","0","0","0","0","0","False","False","False","0.00001226","D"
"gir1.2-libosinfo-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001226","D"
"libfilezilla","","","","4107","50","1206","2659","7618","9004","False","True","False","0.00001223","D"
"ruby","","","","0","0","0","0","0","0","False","False","False","0.00001212","D"
"ddcutil","","","","4061","13","21","23","1950","18298","False","True","False","0.00001205","D"
"gir1.2-gtk-4.0","","","","0","0","0","0","0","0","False","False","False","0.00001204","D"
"gir1.2-unity-7.0","","","","0","0","0","0","0","0","False","False","False","0.00001203","D"
"libunity-scopes-json-def-desktop","","","","0","0","0","0","0","0","False","False","False","0.00001203","D"
"gir1.2-gtksource-4","","","","0","0","0","0","0","0","False","False","False","0.00001189","D"
"libkpim6akonadiwidgets6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00001181","D"
"kf6-breeze-icon-theme-rcc","","","","0","0","0","0","0","0","False","False","False","0.00001173","D"
"qml-module-org-kde-kirigami2","","","","0","0","0","0","0","0","False","False","False","0.00001162","D"
"rocr-runtime","ROCm/ROCR-Runtime","https://github.com/rocm/rocr-runtime.git","","2027","10","57","126","2236","7708","False","True","False","0.00001152","D"
"kwayland","","https://invent.kde.org/frameworks/kwayland","","4127","8","3","2","2109","18516","False","True","False","0.00001151","D"
"gir1.2-restextras-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001142","D"
"gir1.2-rest-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001142","D"
"gir1.2-gdk-3.0","","","","0","0","0","0","0","0","False","False","False","0.00001142","D"
"gir1.2-ges-1.0","","","","0","0","0","0","0","0","False","False","False","0.00001136","D"
"gir1.2-libxml2-2.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00001134","D"
"xbitmaps","","","","0","0","0","0","0","0","False","False","False","0.00001131","D"
"webp-pixbuf-loader","","","","0","0","0","0","0","0","False","False","False","0.00001124","D"
"libtinysparql-doc","","","","0","0","0","0","0","0","False","False","False","0.00001122","D"
"gir1.2-tsparql-3.0","","","","0","0","0","0","0","0","False","False","False","0.00001122","D"
"cln","","","","2673","4639","2977","2664","1696","1389","False","True","False","0.00001106","D"
"baloo-widgets","","https://invent.kde.org/frameworks/baloo","","3939","2","2","2","1355","18336","False","True","False","0.00001105","D"
"gir1.2-gupnpdlna-2.0","","","","0","0","0","0","0","0","False","False","False","0.00001103","D"
"gir1.2-gupnp-1.6","","","","0","0","0","0","0","0","False","False","False","0.00001088","D"
"gir1.2-gssdp-1.6-dev","","","","0","0","0","0","0","0","False","False","False","0.00001088","D"
"llvm-toolchain-17","","","","3940","0","0","94","3691","8035","False","True","False","0.00001084","D"
"libspiro","fontforge/libspiro","https://github.com/fontforge/libspiro.git","","2303","1741","2100","2235","2546","2897","False","True","False","0.00001080","D"
"qt6-shadertools-private-abi","","","","0","0","0","0","0","0","False","False","False","0.00001063","D"
"leptonlib","","","","3515","1008","1262","1345","2886","11077","False","True","False","0.00001061","D"
"libkpim6libkdepim6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00001041","D"
"rocm-hipamd","ROCm/clr","https://github.com/rocm/clr.git","","2295","0","14","50","2043","7073","False","True","False","0.00001040","D"
"libnginx-mod-http-geoip2","leev/ngx_http_geoip2_module","https://github.com/leev/ngx_http_geoip2_module.git","","3554","2064","3867","3942","3866","4031","False","True","False","0.00001029","D"
"gir1.2-gtk-2.0","","","","0","0","0","0","0","0","False","False","False","0.00001027","D"
"gtk-update-icon-cache","","","","0","0","0","0","0","0","False","False","False","0.00001027","D"
"docbook-xsl","","","","0","0","0","0","0","0","False","False","False","0.00000980","D"
"docbook-xml","","","","0","0","0","0","0","0","False","False","False","0.00000980","D"
"libtest-simple-perl","","","","0","0","0","0","0","0","False","False","False","0.00000968","D"
"libkf5filemetadata-data","","","","0","0","0","0","0","0","False","False","False","0.00000967","D"
"fonts-open-sans","","","","0","0","0","0","0","0","False","False","False","0.00000964","D"
"gir1.2-gtksource-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000964","D"
"gir1.2-pangocairo-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000960","D"
"redis-tools","","","","0","0","0","0","0","0","False","False","False","0.00000958","D"
"gir1.2-matemenu-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000944","D"
"libopenblas0","","","","0","0","0","0","0","0","False","False","False","0.00000935","D"
"gir1.2-vte-3.91","","","","0","0","0","0","0","0","False","False","False","0.00000933","D"
"gir1.2-vte-2.91","","","","0","0","0","0","0","0","False","False","False","0.00000933","D"
"qt6-waylandclient-private-abi","","","","0","0","0","0","0","0","False","False","False","0.00000931","D"
"libkcddb","","https://invent.kde.org/multimedia/libkcddb","","3460","3224","2681","2667","3795","4936","False","True","False","0.00000917","D"
"gir1.2-gnomebluetooth-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000914","D"
"gir1.2-gkbd-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000913","D"
"libilmbase-dev","","","","3443","5630","4638","4090","1684","1176","False","True","False","0.00000908","D"
"ri","","","","0","0","0","0","0","0","False","False","False","0.00000901","D"
"qtwayland-compositor-abi-5-15-15","","","","0","0","0","0","0","0","False","False","False","0.00000901","D"
"ruby-dev","","","","0","0","0","0","0","0","False","False","False","0.00000901","D"
"gir1.2-cairo-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000897","D"
"sendmail","","","","3203","2965","3090","3141","3320","3502","False","True","False","0.00000893","D"
"xdg-utils","","","","0","0","0","0","0","0","False","False","False","0.00000890","D"
"gir1.2-zeitgeist-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000889","D"
"eigen3","","","","3568","3042","2949","3292","4012","4546","False","True","False","0.00000876","D"
"phonon4qt6","","","","0","0","0","0","0","0","False","False","False","0.00000876","D"
"qt6-designer-private-abi","","","","0","0","0","0","0","0","False","False","False","0.00000875","D"
"qt6-tools-dev-tools","","","","0","0","0","0","0","0","False","False","False","0.00000875","D"
"kdiagram","","https://invent.kde.org/graphics/kdiagram","","3181","27","28","27","143","15680","False","True","False","0.00000871","D"
"dconf-cli","","","","0","0","0","0","0","0","False","False","False","0.00000870","D"
"python3-pypdf","","","","0","0","0","0","0","0","False","False","False","0.00000868","D"
"python3-puremagic","","","","0","0","0","0","0","0","False","False","False","0.00000868","D"
"gir1.2-geocodeglib-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000865","D"
"libkpim6pimcommon6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000865","D"
"gir1.2-accountsservice-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00000857","D"
"gir1.2-adw-1-dev","","","","0","0","0","0","0","0","False","False","False","0.00000857","D"
"gir1.2-malcontent-0","","","","0","0","0","0","0","0","False","False","False","0.00000857","D"
"gir1.2-malcontentui-1","","","","0","0","0","0","0","0","False","False","False","0.00000857","D"
"libkpim6gapicore6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000854","D"
"fsverity-utils","","https://git.kernel.org/pub/scm/fs/fsverity/fsverity-utils.git","","3000","42","1143","1955","5559","6303","False","True","False","0.00000845","D"
"python3-markdown","","","","0","0","0","0","0","0","False","False","False","0.00000835","D"
"libndr6","","","","0","0","0","0","0","0","False","False","False","0.00000835","D"
"libsmbldap2","","","","0","0","0","0","0","0","False","False","False","0.00000835","D"
"python3-cryptography","","","","0","0","0","0","0","0","False","False","False","0.00000835","D"
"python3-dnspython","","","","0","0","0","0","0","0","False","False","False","0.00000835","D"
"libkpim6identitymanagementcore6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000833","D"
"yelp-xsl","","","","0","0","0","0","0","0","False","False","False","0.00000829","D"
"python3-distro","","","","0","0","0","0","0","0","False","False","False","0.00000829","D"
"libbit-vector-perl","","","","0","0","0","0","0","0","False","False","False","0.00000823","D"
"libcarp-clan-perl","","","","0","0","0","0","0","0","False","False","False","0.00000823","D"
"coinor-libcbc3.1","","","","0","0","0","0","0","0","False","False","False","0.00000823","D"
"gir1.2-xlib-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000813","D"
"superlu","xiaoyeli/superlu","https://github.com/xiaoyeli/superlu.git","","2565","2676","2549","2556","2446","2598","False","True","False","0.00000809","D"
"gir1.2-edataserver-1.2-dev","","","","0","0","0","0","0","0","False","False","False","0.00000809","D"
"gir1.2-gee-0.8-dev","","","","0","0","0","0","0","0","False","False","False","0.00000809","D"
"gir1.2-telepathyglib-0.12-dev","","","","0","0","0","0","0","0","False","False","False","0.00000809","D"
"gir1.2-ebookcontacts-1.2-dev","","","","0","0","0","0","0","0","False","False","False","0.00000809","D"
"gir1.2-folks-0.7","","","","0","0","0","0","0","0","False","False","False","0.00000809","D"
"libeac3","","","","0","0","0","0","0","0","False","False","False","0.00000807","D"
"wasi-libc","","","","0","0","0","0","0","0","False","False","False","0.00000796","D"
"gir1.2-gtklayershell-0.1","","","","0","0","0","0","0","0","False","False","False","0.00000793","D"
"gir1.2-cmenu-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000793","D"
"libspf2","","","","1142","937","984","1065","1391","1337","False","True","False","0.00000786","D"
"gir1.2-wp-0.5","","","","0","0","0","0","0","0","False","False","False","0.00000785","D"
"gir1.2-rda-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000785","D"
"liblcms2-utils","","","","0","0","0","0","0","0","False","False","False","0.00000783","D"
"gir1.2-gtkspell3-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000781","D"
"libcurl-dev","","","","0","0","0","0","0","0","False","False","False","0.00000780","D"
"gir1.2-ostree-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000780","D"
"gir1.2-gegl-0.4","","","","0","0","0","0","0","0","False","False","False","0.00000779","D"
"phonon4qt6-backend-null","","","","0","0","0","0","0","0","False","False","False","0.00000776","D"
"phonon4qt5-backend-null","","","","0","0","0","0","0","0","False","False","False","0.00000776","D"
"libmongocrypt","mongodb/libmongocrypt","https://github.com/mongodb/libmongocrypt.git","","2098","705","1347","1526","3152","3761","False","True","False","0.00000776","D"
"libphonon-l10n","","","","0","0","0","0","0","0","False","False","False","0.00000776","D"
"cl-cffi","","","","0","0","0","0","0","0","False","False","False","0.00000758","D"
"assimp","","","","2928","2110","2634","2899","3546","3454","False","True","False","0.00000754","D"
"coinor-cbc","coin-or/cbc","https://github.com/coin-or/cbc.git","","239","222","180","213","291","292","False","True","False","0.00000753","D"
"libkuserfeedback-l10n","","","","0","0","0","0","0","0","False","False","False","0.00000752","D"
"gir1.2-appstreamglib-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000747","D"
"rocm-compilersupport","ROCm/ROCm-CompilerSupport","https://github.com/rocm/rocm-compilersupport.git","","2329","0","11","52","2063","7192","False","True","False","0.00000743","D"
"mpich","","","","940","954","845","830","883","1190","False","True","False","0.00000741","D"
"brasero-common","","","","0","0","0","0","0","0","False","False","False","0.00000736","D"
"gir1.2-brasero-3.1","","","","0","0","0","0","0","0","False","False","False","0.00000736","D"
"lldb-19","","","","0","0","0","0","0","0","False","False","False","0.00000735","D"
"lld-19","","","","0","0","0","0","0","0","False","False","False","0.00000735","D"
"libomp5-19","","","","0","0","0","0","0","0","False","False","False","0.00000735","D"
"libmime-charset-perl","","","","0","0","0","0","0","0","False","False","False","0.00000730","D"
"tcl","","","","0","0","0","0","0","0","False","False","False","0.00000730","D"
"lib2geom","","https://gitlab.com/inkscape/lib2geom.git","","2308","0","14","16","23","9179","False","True","False","0.00000719","D"
"qt6-charts","","","","1226","0","24","191","992","3698","False","True","False","0.00000707","D"
"libre2-11-absl20240722","","","","0","0","0","0","0","0","False","False","False","0.00000703","D"
"gir1.2-garcon-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000703","D"
"gir1.2-garcongtk-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000703","D"
"libwww-perl","","","","0","0","0","0","0","0","False","False","False","0.00000700","D"
"qt6-quick3d","","","","2014","0","429","918","3017","3692","False","True","False","0.00000697","D"
"gnome-bluetooth-3-common","","","","0","0","0","0","0","0","False","False","False","0.00000696","D"
"roct-thunk-interface","ROCm/ROCT-Thunk-Interface","https://github.com/rocm/roct-thunk-interface.git","","2032","14","63","131","2242","7714","False","True","False","0.00000691","D"
"cheese-common","","","","0","0","0","0","0","0","False","False","False","0.00000685","D"
"gir1.2-cheese-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000685","D"
"gsettings-desktop-schemas-dev","","","","0","0","0","0","0","0","False","False","False","0.00000685","D"
"googletest","google/googletest","https://github.com/google/googletest.git","","1488","1373","1300","1259","1565","1946","False","True","False","0.00000682","D"
"timgm6mb-soundfont","","","","0","0","0","0","0","0","False","False","False","0.00000680","D"
"libsndfile-dev","","","","0","0","0","0","0","0","False","False","False","0.00000680","D"
"xvfb","","","","0","0","0","0","0","0","False","False","False","0.00000674","D"
"spice-protocol","","","","416","470","411","421","398","384","False","True","False","0.00000663","D"
"gir1.2-pangocairo-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00000645","D"
"libgtk-4-common","","","","0","0","0","0","0","0","False","False","False","0.00000645","D"
"libcfitsio-bin","","","","0","0","0","0","0","0","False","False","False","0.00000643","D"
"cfortran","","","","0","0","0","0","0","0","False","False","False","0.00000643","D"
"gir1.2-caribou-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000639","D"
"liblcms-dev","","","","0","0","0","0","0","0","False","False","False","0.00000638","D"
"gir1.2-gtksource-300","","","","0","0","0","0","0","0","False","False","False","0.00000634","D"
"kpackagetool6","","","","0","0","0","0","0","0","False","False","False","0.00000621","D"
"gir1.2-tepl-6","","","","0","0","0","0","0","0","False","False","False","0.00000616","D"
"kdoctools6","","","","0","0","0","0","0","0","False","False","False","0.00000611","D"
"gir1.2-gtksource-5","","","","0","0","0","0","0","0","False","False","False","0.00000608","D"
"heif-gdk-pixbuf","","","","0","0","0","0","0","0","False","False","False","0.00000608","D"
"heif-thumbnailer","","","","0","0","0","0","0","0","False","False","False","0.00000608","D"
"gnome-desktop3-data","","","","0","0","0","0","0","0","False","False","False","0.00000598","D"
"libkpim6calendarutils6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000594","D"
"python3-gi-cairo","","","","0","0","0","0","0","0","False","False","False","0.00000585","D"
"pipewire-jack","","","","0","0","0","0","0","0","False","False","False","0.00000585","D"
"python3-lxml","","","","0","0","0","0","0","0","False","False","False","0.00000585","D"
"pipewire-alsa","","","","0","0","0","0","0","0","False","False","False","0.00000585","D"
"gir1.2-rb-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000584","D"
"libkpim6akonadicontactcore6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000582","D"
"gir1.2-champlain-0.12","","","","0","0","0","0","0","0","False","False","False","0.00000581","D"
"gir1.2-gtkchamplain-0.12","","","","0","0","0","0","0","0","False","False","False","0.00000581","D"
"ziptool","","","","0","0","0","0","0","0","False","False","False","0.00000578","D"
"gir1.2-gnomedesktop-4.0","","","","0","0","0","0","0","0","False","False","False","0.00000577","D"
"gir1.2-gnomebg-4.0","","","","0","0","0","0","0","0","False","False","False","0.00000577","D"
"libixion","","https://gitlab.com/ixion/ixion.git","","99","26","27","25","66","353","False","True","False","0.00000572","D"
"gir1.2-libvirt-glib-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000570","D"
"libkf6filemetadata-data","","","","0","0","0","0","0","0","False","False","False","0.00000562","D"
"hesiod","","","","742","976","862","851","661","363","False","True","False","0.00000561","D"
"tcl8.6-dev","","","","0","0","0","0","0","0","False","False","False","0.00000549","D"
"libopenraw","","","","638","764","693","724","596","414","False","True","False","0.00000547","D"
"aisleriot","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-2048","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-taquin","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"tali","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-robots","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"swell-foop","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-nibbles","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-chess","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"iagno","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"lightsoff","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"four-in-a-row","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-mahjongg","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"quadrapassel","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-tetravex","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-mines","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-klotski","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"gnome-sudoku","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"five-or-more","","","","0","0","0","0","0","0","False","False","False","0.00000546","D"
"xfsprogs","","","","388","369","371","397","396","408","False","True","False","0.00000541","D"
"libkpimgapicore5-22.12","","","","0","0","0","0","0","0","False","False","False","0.00000537","D"
"vtk9","","","","1051","25","62","73","1073","4023","False","True","False","0.00000535","D"
"libgegl-common","","","","0","0","0","0","0","0","False","False","False","0.00000521","D"
"gir1.2-babl-0.1-dev","","","","0","0","0","0","0","0","False","False","False","0.00000521","D"
"gir1.2-gtk-vnc-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000510","D"
"libnginx-mod-http-headers-more-filter","openresty/headers-more-nginx-module","https://github.com/openresty/headers-more-nginx-module.git","","1391","1239","1377","1367","1488","1484","False","True","False","0.00000503","D"
"libkpim6akonadicontactwidgets6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000503","D"
"gnome-desktop-testing","","","","0","0","0","0","0","0","False","False","False","0.00000500","D"
"locales-all","","","","0","0","0","0","0","0","False","False","False","0.00000500","D"
"tex-common","","","","0","0","0","0","0","0","False","False","False","0.00000497","D"
"libnginx-mod-http-fancyindex","aperezdc/ngx-fancyindex","https://github.com/aperezdc/ngx-fancyindex.git","","1365","1236","1364","1356","1462","1407","False","True","False","0.00000497","D"
"libnginx-mod-http-lua","openresty/lua-nginx-module","https://github.com/openresty/lua-nginx-module.git","","1357","1266","1396","1362","1415","1350","False","True","False","0.00000495","D"
"libgepub","","","","411","0","155","291","559","642","False","True","False","0.00000492","D"
"libkpim6akonadimime6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000490","D"
"node-undici","nodejs/llhttp","https://github.com/nodejs/llhttp.git","","28","0","0","0","46","11","False","True","True","0.00000489","D"
"gir1.2-flatpak-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000487","D"
"gir1.2-gfls-1","","","","0","0","0","0","0","0","False","False","False","0.00000485","D"
