"package","github_repo","git","eco_guess","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class"
"pocketsphinx","","","","89508","42568","66705","87773","112708","137788","True","True","False","0.00022026","C"
"7zip","","","","0","0","0","0","0","0","False","False","False","0.00021955","C"
"qrencode","","","","80049","43095","48028","70921","106646","131557","True","True","False","0.00021934","C"
"libgtop2","","","","85904","76077","73123","84005","91620","104698","True","True","False","0.00021928","C"
"zip","","","","90071","87620","82550","87606","91468","101111","True","True","False","0.00021881","C"
"hdparm","","","","89922","129662","96995","88767","69957","64230","True","True","False","0.00021845","C"
"mjpegtools","","","","88666","88491","84371","98777","101678","70016","True","True","False","0.00021816","C"
"double-conversion","google/double-conversion","https://github.com/google/double-conversion.git","","66755","34348","51982","63684","82708","101055","True","True","True","0.00021756","C"
"kf6-kwidgetsaddons","","https://invent.kde.org/frameworks/kwidgetsaddons","","15742","0","0","0","4433","27051","True","True","False","0.00021715","C"
"zix","","https://gitlab.com/drobilla/zix.git","","37663","0","0","0","9674","65653","True","True","False","0.00021670","C"
"gspell","","https://gitlab.gnome.org/gnome/gspell.git","","80084","64912","63536","76374","90444","105157","True","True","False","0.00021660","C"
"imagemagick-6-common","","","","88869","77933","75017","94888","116457","80054","True","True","False","0.00021589","C"
"cogl","","","","69649","66222","61244","68677","71827","80278","True","True","False","0.00021454","C"
"powermgmt-base","","","","87867","126406","94309","86013","68333","64274","True","True","False","0.00021346","C"
"distro-info","","","","87697","77353","84400","93767","97666","85302","True","True","False","0.00021305","C"
"ibus","ibus/ibus","https://github.com/ibus/ibus.git","","80652","67620","66141","78072","88013","103417","True","True","False","0.00021193","C"
"libplist","","","","14427","638","597","605","8836","61460","True","True","False","0.00021090","C"
"clutter-1.0","","","","70540","67800","62316","69530","72358","80700","True","True","False","0.00021032","C"
"lirc","","","","79245","80773","76581","88626","89822","60423","True","True","False","0.00020842","C"
"libinstpatch","swami/libinstpatch","https://github.com/swami/libinstpatch.git","","82895","42963","63283","82964","103174","122092","True","True","False","0.00020818","C"
"zenity","","","","84367","81329","72958","81179","87153","99219","True","True","False","0.00020817","C"
"libgdata","","","","82618","76548","71580","80905","87476","96584","True","True","False","0.00020715","C"
"totem-pl-parser","","","","68166","61034","57761","66307","72266","83465","True","True","False","0.00020658","C"
"libnma","","","","83939","74276","70748","81794","89666","103213","True","True","False","0.00020630","C"
"gawk","","","","84634","88706","83525","82384","82369","86186","True","True","False","0.00020560","C"
"libhandy-1","","","","67737","29745","45273","63911","90332","109425","True","True","False","0.00020498","C"
"yelp","","","","84315","78284","72847","82260","88012","100173","True","True","False","0.00020483","C"
"libpwquality","libpwquality/libpwquality","https://github.com/libpwquality/libpwquality.git","","79860","72097","67723","76676","84745","98060","True","True","False","0.00020464","C"
"md4c","mity/md4c","https://github.com/mity/md4c.git","","62393","32719","49056","60189","76540","93464","True","True","True","0.00020450","C"
"libflac8","","","","84051","127744","113349","97584","47063","34518","True","True","False","0.00020419","C"
"libftdi1","","","","61650","29097","42263","59025","78890","98979","True","True","False","0.00020414","C"
"libgs9-common","","","","83760","127761","113483","96878","46562","34119","True","True","False","0.00020348","C"
"libayatana-appindicator","AyatanaIndicators/libayatana-appindicator","https://github.com/ayatanaindicators/libayatana-appindicator.git","","83650","70633","71235","84126","96474","95785","True","True","False","0.00020321","C"
"libcdio-paranoia","","","","79470","73899","75382","87803","93508","66759","True","True","False","0.00020317","C"
"libgxps","","","","80295","85022","78657","88886","88300","60610","True","True","False","0.00020290","C"
"libltc","x42/libltc","https://github.com/x42/libltc.git","","81614","40441","60855","80896","102054","123826","True","True","False","0.00020103","C"
"libiptc0","","","","82193","137479","94885","83053","54499","41052","True","True","False","0.00019967","C"
"xterm","","","","82139","82543","70162","75275","78224","104495","True","True","False","0.00019954","C"
"aom","","","","69761","3092","13546","44853","124515","162799","True","True","False","0.00019931","D"
"insserv","slicer69/insserv","https://github.com/slicer69/insserv.git","","38158","56133","44084","39864","28334","22376","True","True","False","0.00019916","D"
"libimagequant","ImageOptim/libimagequant","https://github.com/imageoptim/libimagequant.git","","71649","61748","55399","58160","68778","114164","True","True","False","0.00019908","D"
"libgs9","","","","81930","127614","112171","94823","43615","31430","True","True","False","0.00019904","D"
"libpeas","","","","74042","67206","63375","72302","78352","88976","True","True","False","0.00019900","D"
"libbpf","","","","81645","87","8640","45511","150911","203076","True","True","False","0.00019834","D"
"libidn","","","","64490","7467","10712","41383","113013","149878","True","True","False","0.00019745","D"
"synaptic","mvo5/synaptic","https://github.com/mvo5/synaptic.git","","81022","72276","71387","82922","90683","87843","True","True","False","0.00019683","D"
"openni2","","","","79861","39590","59690","79254","99458","121314","True","True","False","0.00019677","D"
"imagemagick","","","","74274","75921","67738","71685","75024","81003","True","True","False","0.00019675","D"
"default-dbus-session-bus","","","","0","0","0","0","0","0","False","False","False","0.00019614","D"
"libical3","libical/libical","https://github.com/libical/libical.git","","69974","64144","65474","79000","84087","57166","True","True","True","0.00019575","D"
"libmagickcore-6.q16-6","","","","80473","62313","65312","87118","108145","79478","True","True","False","0.00019550","D"
"libxmlsec1-nss","","","","80280","75559","75911","90961","94819","64151","True","True","False","0.00019503","D"
"libmagickwand-6.q16-6","","","","80161","61971","64970","86805","107842","79221","True","True","False","0.00019474","D"
"libburn","","","","73702","75503","70560","80743","83579","58128","True","True","False","0.00019465","D"
"libisofs","","","","73463","75080","70268","80479","83445","58043","True","True","False","0.00019407","D"
"jigit","","","","60991","32618","48547","63438","80874","79481","True","True","False","0.00019314","D"
"xfconf","","","","36612","35486","33072","36160","37095","41249","True","True","False","0.00019252","D"
"libprocps8","","","","78874","58736","112178","110394","62935","50130","True","True","False","0.00019161","D"
"perl-modules-5.36","","","","78755","0","9228","45584","140480","119729","True","True","False","0.00019132","D"
"libperl5.36","","","","78716","0","9227","45581","140446","119611","True","True","False","0.00019123","D"
"jxrlib","4creators/jxrlib","https://github.com/4creators/jxrlib.git","","78684","66867","63807","84185","104606","73957","True","True","False","0.00019115","D"
"gir1.2-gtk-3.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00019085","D"
"python-minimal","","","","78531","146657","90363","75618","45294","34726","True","True","False","0.00019078","D"
"python","","","","78411","146468","90251","75508","45196","34633","True","True","False","0.00019049","D"
"gssdp","","","","61171","0","7561","36539","86946","113640","True","True","False","0.00018996","D"
"base-files","","","","0","0","0","0","0","0","False","False","False","0.00018990","D"
"libglib-object-introspection-perl","","","","78120","55501","62638","77044","89890","105529","True","True","False","0.00018978","D"
"liboauth","","","","68092","68121","59163","66035","69156","77987","True","True","False","0.00018972","D"
"libcairo-gobject-perl","","","","78084","55432","62592","77015","89863","105521","True","True","False","0.00018969","D"
"xfce4-panel","","","","30222","28972","26826","29637","31467","34209","True","True","False","0.00018918","D"
"gsl","","","","66714","55964","56151","64890","72675","83890","True","True","False","0.00018785","D"
"librest-0.7-0","","","","77201","115634","104081","90492","43734","32064","True","True","False","0.00018755","D"
"tk8.6","","","","69434","78530","64098","64071","67145","73326","True","True","False","0.00018628","D"
"network-manager-applet","","","","76622","77410","72031","82471","87643","63557","True","True","False","0.00018614","D"
"netpbm-free","","","","76472","77901","69709","73666","77348","83738","True","True","False","0.00018578","D"
"libmanette","","","","75281","39196","58344","75116","93357","110396","True","True","False","0.00018515","D"
"babl","","","","72562","75451","66702","72656","72972","75030","True","True","False","0.00018407","D"
"libmad","","","","72452","76084","67223","70223","70354","78380","True","True","False","0.00018397","D"
"clutter-gtk","","","","68703","64918","60334","67695","71009","79559","True","True","False","0.00018256","D"
"libssh","","","","58995","37854","39161","47615","64629","105720","True","True","False","0.00018200","D"
"default-dbus-system-bus","","","","0","0","0","0","0","0","False","False","False","0.00018151","D"
"libmng","","","","69020","74398","64433","68178","67916","70178","True","True","False","0.00018062","D"
"xkbset","","","","74271","36929","54939","73581","92479","113429","True","True","False","0.00018043","D"
"cjson","DaveGamble/cJSON","https://github.com/davegamble/cjson.git","","57800","3833","13785","42447","99090","129846","True","True","True","0.00017999","D"
"gir1.2-gio-2.0","","","","0","0","0","0","0","0","False","False","False","0.00017936","D"
"gupnp","","","","61167","0","7560","36535","86940","113636","True","True","False","0.00017908","D"
"libjs-jquery","","","","0","0","0","0","0","0","False","False","False","0.00017877","D"
"evince","","","","73177","69454","63965","71915","75442","85111","True","True","False","0.00017777","D"
"rdma-core","linux-rdma/rdma-core","https://github.com/linux-rdma/rdma-core.git","","53217","45573","46795","49931","60489","63301","True","True","False","0.00017729","D"
"install-info","","","","0","0","0","0","0","0","False","False","False","0.00017689","D"
"gimp","","","","72509","75637","66825","72690","72785","74612","True","True","False","0.00017615","D"
"gir1.2-gmodule-2.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00017575","D"
"osinfo-db","","","","66295","56004","55278","63595","72330","84271","True","True","False","0.00017332","D"
"libmagickcore-6.q16-6-extra","","","","71299","51954","54342","76483","100440","73280","True","True","False","0.00017321","D"
"dnsutils","","","","71271","94157","77640","72150","60432","51977","True","True","False","0.00017314","D"
"tinysparql","","","","56571","53330","50832","58368","64093","56232","True","True","False","0.00017152","D"
"libxcvt","","","","63070","0","9446","37530","88743","116563","True","True","False","0.00017092","D"
"mod-dnssd","","","","62782","55722","52832","61270","67577","76510","True","True","False","0.00017078","D"
"netbase","","","","0","0","0","0","0","0","False","False","False","0.00016983","D"
"gcc-12","","","","69902","6","11799","46864","147637","143208","True","True","False","0.00016982","D"
"qtwayland-opensource-src","","","","56322","35641","37591","49418","71713","87249","True","True","False","0.00016957","D"
"libgsf","","","","68111","59841","56875","65679","73220","84944","True","True","False","0.00016938","D"
"perl-modules-5.32","","","","69687","57773","101799","100460","50196","38210","True","True","False","0.00016929","D"
"libperl5.32","","","","69593","57744","101738","100372","50050","38062","True","True","False","0.00016907","D"
"libavutil56","","","","69325","92378","91854","83818","44896","33679","True","True","False","0.00016841","D"
"libswresample3","","","","69260","92360","91789","83762","44799","33592","True","True","False","0.00016826","D"
"gtksourceview4","","","","64403","29388","44524","61677","84553","101874","True","True","False","0.00016780","D"
"notification-daemon","","","","68799","94531","85490","77802","47246","38929","True","True","False","0.00016714","D"
"exempi","","","","66412","53978","54629","65051","73196","85206","True","True","False","0.00016650","D"
"nautilus","","","","59519","53758","50367","57577","62788","73109","True","True","False","0.00016573","D"
"libmms","","","","67980","94930","84349","75557","44802","40263","True","True","False","0.00016559","D"
"libmediaart","","","","62773","53840","52247","61114","67873","78794","True","True","False","0.00016555","D"
"libexiv2-27","","","","68129","42510","61865","81008","93045","62219","True","True","False","0.00016551","D"
"gnome-disk-utility","","","","67940","60193","57162","65809","72590","83947","True","True","False","0.00016505","D"
"gjs","","https://gitlab.gnome.org/gnome/gjs.git","","64386","56162","53770","62449","68901","80651","True","True","False","0.00016456","D"
"libyuv","","","","64975","55","8949","41278","118853","155740","True","True","False","0.00016454","D"
"libgav1","","","","64879","14","8761","41167","118808","155649","True","True","False","0.00016431","D"
"libavcodec58","","","","67615","90274","89618","81776","43691","32717","True","True","False","0.00016426","D"
"perlapi-5.40.1","","","","0","0","0","0","0","0","False","False","False","0.00016374","D"
"libfreetype6-dev","","","","19651","25423","23710","22554","15436","11134","True","True","False","0.00016281","D"
"gnome-settings-daemon","","https://gitlab.gnome.org/gnome/gnome-settings-daemon.git","","63941","57431","54147","62454","68229","77448","True","True","False","0.00016264","D"
"libaio","","https://pagure.io/libaio","","8047","1609","1488","1484","5620","30038","False","True","False","0.00016202","D"
"libgimp2.0","","","","66143","76085","67079","72901","67867","46783","True","True","False","0.00016068","D"
"liburing","axboe/liburing","https://github.com/axboe/liburing.git","","44928","143","6942","22948","86437","108172","True","True","False","0.00016017","D"
"socat","","","","65828","57463","57894","63207","70766","79810","True","True","False","0.00015992","D"
"xdg-user-dirs-gtk","","","","63691","54563","52948","61671","68308","80968","True","True","False","0.00015942","D"
"libqrtr-glib","","https://gitlab.freedesktop.org/mobile-broadband/libqrtr-glib.git","","50584","1","9414","37354","89017","117136","True","True","False","0.00015934","D"
"x264","","","","56474","3001","12456","41137","99093","126687","True","True","False","0.00015927","D"
"liblocale-gettext-perl","","","","0","0","0","0","0","0","False","False","False","0.00015926","D"
"imagemagick-6.q16","","","","65493","72209","65167","69567","70170","50356","True","True","False","0.00015910","D"
"grilo","","","","61000","52992","51027","59574","65691","75720","True","True","False","0.00015908","D"
"jq","","","","65417","22490","32619","55623","94913","121444","True","True","False","0.00015892","D"
"geoclue-2.0","","https://gitlab.freedesktop.org/geoclue/geoclue/wikis/home.git","","63767","55852","53555","62291","68721","78419","True","True","False","0.00015875","D"
"libosinfo","","","","65340","55217","54422","62669","71175","83221","True","True","False","0.00015873","D"
"usrmerge","","","","65284","0","2345","28884","118868","111042","True","True","False","0.00015860","D"
"libncurses5","","","","65234","96402","73917","66041","48615","41195","True","True","False","0.00015848","D"
"gir1.2-gdkpixbuf-2.0","","","","0","0","0","0","0","0","False","False","False","0.00015838","D"
"nm-connection-editor","","","","0","0","0","0","0","0","False","False","False","0.00015820","D"
"kconfigwidgets","","https://invent.kde.org/frameworks/kconfigwidgets","","40826","36127","34754","40163","45223","47867","True","True","False","0.00015762","D"
"lynx","","","","63152","19354","25093","50753","97311","123252","True","True","False","0.00015600","D"
"libtommath","","","","45859","47415","40589","44256","45475","51560","True","True","False","0.00015543","D"
"metis","","","","63921","70585","63920","70584","67272","47245","True","True","False","0.00015529","D"
"vlc","","","","58848","57446","52153","56786","60140","67718","True","True","False","0.00015449","D"
"aptitude","","","","63478","78398","67390","63894","55601","52110","True","True","False","0.00015421","D"
"gnome-control-center","","","","62535","55563","52639","61058","67187","76232","True","True","False","0.00015409","D"
"gnome-autoar","","","","59228","50959","49439","57398","63755","74589","True","True","False","0.00015376","D"
"gnome-terminal","","","","63111","55373","53009","61347","67674","78155","True","True","False","0.00015332","D"
"whois","","","","62901","72612","64237","61724","57651","58284","True","True","False","0.00015281","D"
"file-roller","","","","62629","55289","52442","60712","66876","77830","True","True","False","0.00015215","D"
"kwindowsystem","","https://invent.kde.org/frameworks/kwindowsystem","","42656","38076","36635","41902","47060","49609","True","True","False","0.00015201","D"
"webkit2gtk","","","","53986","0","8055","32133","77164","98595","True","True","False","0.00015193","D"
"tzdata","","","","0","0","0","0","0","0","False","False","False","0.00015157","D"
"libavformat58","","","","62380","91082","87398","75518","33921","23981","True","True","False","0.00015154","D"
"mutter","","","","60497","51541","49491","58551","66645","76257","True","True","False","0.00015152","D"
"gnome-session","","https://gitlab.gnome.org/gnome/gnome-session.git","","59752","51204","48571","57950","65944","75092","True","True","False","0.00015117","D"
"wireless-tools","","","","62225","61045","55010","62360","61459","71253","True","True","False","0.00015117","D"
"libiptcdata","ianw/libiptcdata","https://github.com/ianw/libiptcdata.git","","62066","56387","52952","60208","65376","75408","True","True","False","0.00015078","D"
"xnnpack","google/XNNPACK","https://github.com/google/xnnpack.git","","59152","0","0","0","0","59152","True","True","True","0.00015073","D"
"libgnomekbd","","","","60799","57887","54883","63552","69251","58423","True","True","False","0.00015044","D"
"gnome-user-share","","","","61916","54744","51997","60347","66775","75718","True","True","False","0.00015042","D"
"libcloudproviders","","","","43129","2587","9627","28637","67963","106832","True","True","False","0.00015012","D"
"liblouisutdml","","","","61622","24284","57057","76732","89253","60785","True","True","False","0.00014970","D"
"gir1.2-gobject-2.0","","","","0","0","0","0","0","0","False","False","False","0.00014967","D"
"exim4","","","","61569","69911","59961","57332","56381","64261","True","True","False","0.00014957","D"
"ethtool","","","","61417","54778","57369","59807","65331","69803","True","True","False","0.00014920","D"
"libcddb","","","","60542","58157","53064","58316","62533","70643","True","True","False","0.00014888","D"
"libswscale5","","","","61279","90230","86081","74121","32745","23222","True","True","False","0.00014887","D"
"rpcbind","","","","58826","63903","57804","56581","58022","57821","True","True","False","0.00014884","D"
"openexr","","","","54572","5562","9053","38375","95414","124457","True","True","False","0.00014849","D"
"grilo-plugins","","","","59513","50963","49556","58196","64460","74393","True","True","False","0.00014806","D"
"totem","","","","60741","54348","51447","59541","64688","73681","True","True","False","0.00014756","D"
"pci.ids","","","","0","0","0","0","0","0","False","False","False","0.00014740","D"
"transmission","","","","60588","58605","55352","63379","67820","57787","True","True","False","0.00014719","D"
"brasero","","","","59801","57657","54447","62313","67123","57468","True","True","False","0.00014715","D"
"libphonenumber","googlei18n/libphonenumber","https://github.com/googlei18n/libphonenumber.git","","60529","29617","43690","58061","74432","96845","True","True","False","0.00014705","D"
"fonts-dejavu-core","","","","0","0","0","0","0","0","False","False","False","0.00014648","D"
"llvm-toolchain-19","","","","40600","0","0","0","9050","72150","True","True","False","0.00014647","D"
"libpostproc55","","","","60251","89502","84953","72737","31658","22405","True","True","False","0.00014637","D"
"libjcat","hughsie/libjcat","https://github.com/hughsie/libjcat.git","","58669","25134","39231","56135","76422","96423","True","True","False","0.00014633","D"
"clutter-gst-3.0","","","","57379","56668","53950","61697","63866","50715","True","True","False","0.00014624","D"
"libperl4-corelibs-perl","","","","0","0","0","0","0","0","False","False","False","0.00014588","D"
"gnome-shell","","https://gitlab.gnome.org/gnome/gnome-shell.git","","57907","50900","48443","55969","61982","72242","True","True","False","0.00014568","D"
"libnatpmp","","","","57334","58544","55399","63479","64717","44531","True","True","False","0.00014554","D"
"qtdeclarative-abi-5-15-15","","","","0","0","0","0","0","0","False","False","False","0.00014549","D"
"libncursesw5","","","","59885","91840","68824","60635","42687","35442","True","True","False","0.00014548","D"
"libpython2.7","","","","59406","109475","68745","58072","34513","26227","True","True","False","0.00014432","D"
"kcodecs","","https://invent.kde.org/frameworks/kcodecs","","40830","36132","34753","40163","45226","47876","True","True","False","0.00014427","D"
"libgpod","","","","59261","58265","53838","61408","65991","56807","True","True","False","0.00014397","D"
"zimg","sekrit-twc/zimg","https://github.com/sekrit-twc/zimg.git","","58033","10988","13603","41395","96908","127273","True","True","False","0.00014379","D"
"sidplay-libs","","","","58578","57322","52064","56526","59697","67282","True","True","False","0.00014367","D"
"dee","","","","54154","38155","43253","53431","63091","72840","True","True","False","0.00014359","D"
"kiconthemes","","https://invent.kde.org/frameworks/kiconthemes","","40630","35970","34546","39950","44984","47702","True","True","False","0.00014330","D"
"imath","","","","49172","0","9052","38381","85890","63366","True","True","False","0.00014326","D"
"folks","","","","55522","49573","46981","54004","58779","68274","True","True","False","0.00014282","D"
"libavfilter7","","","","58722","87238","82495","71216","30861","21803","True","True","False","0.00014266","D"
"qtchooser","","","","37737","44401","35954","39086","38718","30529","True","True","False","0.00014166","D"
"libebml","","","","44793","24959","36316","44315","54309","64066","True","True","False","0.00014140","D"
"flashrom","","","","58153","24686","38758","55706","75647","95972","True","True","False","0.00014127","D"
"libdecor-0","","https://gitlab.freedesktop.org/libdecor/libdecor.git","","53666","3","9927","38500","94662","125241","True","True","False","0.00014121","D"
"libcomerr2","","","","58117","91359","67053","58601","40273","33303","True","True","False","0.00014119","D"
"malcontent","","https://gitlab.freedesktop.org/pwithnall/malcontent.git","","55113","27051","40492","53783","69200","85042","True","True","False","0.00014114","D"
"gegl","","","","56950","58601","56553","64561","63345","41690","True","True","False","0.00014093","D"
"libofa","tanob/libofa","https://github.com/tanob/libofa.git","","57990","92693","80228","67593","28781","20658","True","True","False","0.00014088","D"
"kguiaddons","","https://invent.kde.org/frameworks/kguiaddons","","41996","37138","36020","41230","46335","49260","True","True","False","0.00014060","D"
"gcab","","","","57843","48645","50764","65044","74025","50740","True","True","False","0.00014052","D"
"gdm3","","","","57444","49867","47841","55588","61740","72187","True","True","False","0.00014025","D"
"srt","Haivision/srt","https://github.com/haivision/srt.git","","54705","66","9476","38672","97184","128129","True","True","False","0.00013984","D"
"librist","","","","56340","2889","12117","40690","97625","128381","True","True","False","0.00013968","D"
"eog","","","","57472","55918","52814","61086","65388","52155","True","True","False","0.00013962","D"
"nfs-utils","","","","57455","63594","56615","55148","56144","55777","True","True","False","0.00013958","D"
"shotwell","","","","57342","48837","47460","55855","62235","72327","True","True","False","0.00013930","D"
"libdvbpsi","","","","56626","53783","49882","54638","58513","66315","True","True","False","0.00013893","D"
"libntlm","","","","52247","54512","52237","52526","51048","50916","True","True","False","0.00013891","D"
"libxnvctrl","","","","51452","33328","40955","48423","58657","75901","True","True","False","0.00013842","D"
"polkit-qt-1","","https://invent.kde.org/libraries/polkit-qt-1","","42530","37232","35789","40983","45824","52823","True","True","False","0.00013801","D"
"abseil","","","","14320","17","62","142","339","71042","True","True","False","0.00013787","D"
"graphviz","","","","55652","41822","48205","55373","61396","71467","True","True","False","0.00013778","D"
"ostree","ostreedev/ostree","https://github.com/ostreedev/ostree.git","","54661","28402","40442","53476","68429","82560","True","True","True","0.00013766","D"
"karchive","","https://invent.kde.org/frameworks/karchive","","41353","36280","34711","40759","46478","48538","True","True","False","0.00013742","D"
"smartmontools","","","","56469","45916","48595","54177","62034","71625","True","True","False","0.00013718","D"
"gsound","","","","52619","48670","49963","59477","62537","42452","True","True","False","0.00013717","D"
"kio","","https://invent.kde.org/frameworks/kio","","39733","35256","33963","39338","44238","45872","True","True","False","0.00013706","D"
"cheese","","","","56408","55064","52818","60666","63314","50180","True","True","False","0.00013703","D"
"bogofilter","","","","54888","48606","46384","53412","58117","67922","True","True","False","0.00013634","D"
"libytnef","Yeraze/ytnef","https://github.com/yeraze/ytnef.git","","54859","48282","46314","53543","58198","67960","True","True","False","0.00013627","D"
"libgdbm3","","","","55774","87218","64321","56294","38880","32158","True","True","False","0.00013549","D"
"xml-core","","","","0","0","0","0","0","0","False","False","False","0.00013523","D"
"libswresample4","","","","55507","0","9675","38861","95301","78191","True","True","False","0.00013485","D"
"boost-defaults","","","","15425","9063","10689","13815","22852","20710","True","True","False","0.00013467","D"
"kf6-kio","","https://invent.kde.org/frameworks/kio","","14763","0","0","0","3974","25552","True","True","False","0.00013434","D"
"evolution","","https://gitlab.gnome.org/gnome/evolution.git","","55243","49627","46904","53913","58056","67716","True","True","False","0.00013420","D"
"screen","","","","55231","56584","54826","54467","54606","55672","True","True","False","0.00013418","D"
"tpm2-tss","tpm2-software/tpm2-tss","https://github.com/tpm2-software/tpm2-tss.git","","53802","30778","47061","63849","75477","51845","True","True","False","0.00013411","D"
"libgom","","","","52146","51114","49708","58390","60457","41063","True","True","False","0.00013408","D"
"libimobiledevice","","","","14182","309","250","244","8795","61312","True","True","False","0.00013396","D"
"krb5-config","","","","0","0","0","0","0","0","False","False","False","0.00013299","D"
"lksctp-tools","sctp/lksctp-tools","https://github.com/sctp/lksctp-tools.git","","20826","20521","19054","19027","21015","24513","True","True","False","0.00013269","D"
"libopenmpt-modplug","","","","53722","48725","45813","50767","57520","65785","True","True","False","0.00013188","D"
"flatpak","","","","50730","25400","37126","49678","64289","77159","True","True","False","0.00013181","D"
"kitemviews","","https://invent.kde.org/frameworks/kitemviews","","41860","36976","35719","41420","46675","48512","True","True","False","0.00013180","D"
"intel-gmmlib","intel/gmmlib","https://github.com/intel/gmmlib.git","","54164","33","9689","38167","95936","126999","True","True","False","0.00013158","D"
"kxmlgui","","https://invent.kde.org/frameworks/kxmlgui","","39789","35122","33942","39393","44488","46002","True","True","False","0.00013156","D"
"sdl-image1.2","","","","54155","60407","54775","58951","56234","40409","True","True","False","0.00013156","D"
"libntfs-3g883","","","","54006","78760","77708","66642","27687","19235","True","True","False","0.00013120","D"
"gnome-menus","","","","53665","51142","48664","56191","61240","51092","True","True","False","0.00013107","D"
"gnome-contacts","","","","53831","47205","44934","52042","57666","67311","True","True","False","0.00013077","D"
"rhythmbox","","","","53714","49081","47683","56185","62483","53141","True","True","False","0.00013049","D"
"libmypaint","mypaint/libmypaint","https://github.com/mypaint/libmypaint.git","","52451","47813","46443","51904","54317","61781","True","True","False","0.00013000","D"
"kservice","","https://invent.kde.org/frameworks/kservice","","40300","35973","34535","39898","44814","46283","True","True","False","0.00013000","D"
"libavresample4","","","","53474","78911","76531","65693","27196","19041","True","True","False","0.00012991","D"
"hitori","","","","51108","48424","46027","53763","57754","49574","True","True","False","0.00012962","D"
"libavutil57","","","","53294","0","9677","38809","90089","74601","True","True","False","0.00012947","D"
"tracker-miners","","","","53243","52454","50251","57825","63597","42092","True","True","False","0.00012935","D"
"libldac","","","","49620","409","9547","37178","86956","114011","True","True","False","0.00012915","D"
"fluidsynth","Fluidsynth/fluidsynth","https://github.com/fluidsynth/fluidsynth.git","","49506","422","9449","37045","86963","113654","True","True","False","0.00012807","D"
"libverto","latchset/libverto","https://github.com/latchset/libverto.git","","751","814","797","829","757","562","False","True","False","0.00012786","D"
"libfreeaptx","iamthehorker/libfreeaptx","https://github.com/iamthehorker/libfreeaptx.git","","48905","9","8876","36433","85973","113234","True","True","False","0.00012742","D"
"gucharmap","","","","52443","66732","61049","57371","39948","37119","True","True","False","0.00012740","D"
"hoichess","","","","51930","49194","46818","54583","58624","50432","True","True","False","0.00012616","D"
"lua5.4","","","","26981","7782","11391","13769","25786","76181","True","True","False","0.00012609","D"
"qtmultimedia-opensource-src","","","","44223","40298","40178","46690","52180","41769","True","True","False","0.00012582","D"
"libcroco3","","","","51551","98176","58956","49284","29257","22086","True","True","False","0.00012524","D"
"libavcodec59","","","","51458","0","9218","37550","86972","72095","True","True","False","0.00012501","D"
"pigz","","","","51435","47766","46965","48748","53599","60097","True","True","False","0.00012495","D"
"libgnome-games-support1","","","","51431","47234","45968","54146","59025","50783","True","True","False","0.00012494","D"
"gtksourceview3","","","","51361","68219","52593","52104","42799","41094","True","True","False","0.00012477","D"
"libxmlb","hughsie/libxmlb","https://github.com/hughsie/libxmlb.git","","49823","3764","9350","33363","86420","116221","True","True","False","0.00012396","D"
"ann","","","","49040","29468","40947","48971","57371","68447","True","True","False","0.00012364","D"
"qtquickcontrols2-opensource-src","","","","39066","29251","31335","38161","46980","49603","True","True","False","0.00012362","D"
"kauth","","https://invent.kde.org/frameworks/kauth","","40857","36160","34792","40186","45250","47897","True","True","False","0.00012284","D"
"tokyocabinet","","","","37654","53002","42660","39292","30150","23166","True","True","False","0.00012270","D"
"liblrdf","swh/LRDF","https://github.com/swh/lrdf.git","","49305","6272","5325","38555","85024","111352","True","True","False","0.00012254","D"
"kcompletion","","https://invent.kde.org/frameworks/kcompletion","","40990","36226","34892","40310","45493","48031","True","True","False","0.00012251","D"
"libswscale6","","","","50402","0","9523","38399","87907","65782","True","True","False","0.00012244","D"
"qqwing","","","","50368","46319","44979","53101","57751","49694","True","True","False","0.00012236","D"
"imlib2","","","","26614","27000","25505","28501","30791","21274","True","True","False","0.00012230","D"
"gcr4","","","","23187","0","0","25","8894","60643","True","True","False","0.00012208","D"
"meta-gnome3","","","","50220","48501","45742","52937","55990","47930","True","True","False","0.00012200","D"
"neon27","","","","38219","6515","5913","39838","80189","58642","True","True","False","0.00012146","D"
"libavformat59","","","","49978","0","9335","38242","87633","64704","True","True","False","0.00012141","D"
"firebird4.0","","","","27957","40369","29203","26848","22281","21088","True","True","False","0.00012085","D"
"libvoikko","","","","38624","31133","31341","37151","43260","50239","True","True","False","0.00012056","D"
"gstreamer-editing-services1.0","","","","49519","25814","37967","49702","61603","72509","True","True","False","0.00012030","D"
"bsd-mailx","","","","49488","53423","44774","43284","48252","57708","True","True","False","0.00012022","D"
"qttools-opensource-src","","","","46218","43085","41423","47717","52402","46467","True","True","False","0.00012013","D"
"libmusicbrainz5","","","","48171","62258","58459","53794","34549","31799","True","True","False","0.00011961","D"
"libpostproc56","","","","49197","0","9346","37697","86215","63531","True","True","False","0.00011952","D"
"gupnp-igd","","","","34679","0","0","0","9015","60343","True","True","False","0.00011949","D"
"libwpe","","","","41849","39553","58274","75010","23454","12954","True","True","False","0.00011929","D"
