repo,repo_id,has_gh_sponsors,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,gh_sponsorships_p,gh_stars,gh_forks,has_funding_link,funding_link_platforms,has_funding_json,org_fundable,has_npm_funding,npm_funding_url,has_pypi_funding,pypi_funding_platforms,channels_count,oc_slug,oc_avg_funding,oc_avg_funding_p,host,host_type,owner,owner_type,host_score,score,intent,nonprofit
sindresorhus/find-up,41723004,True,186,12,198,9.05,638,48,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/find-up-simple,714044439,True,186,12,198,9.05,84,4,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/get-east-asian-width,711160838,True,186,12,198,9.05,46,9,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/get-stream,44264225,True,186,12,198,9.05,359,31,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/globals,15186239,True,186,12,198,9.05,579,132,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/globby,21069494,True,186,12,198,9.05,2641,135,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/has-flag,38718671,True,186,12,198,9.05,96,21,True,"github,open_collective,tidelift,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/import-fresh,22020904,True,186,12,198,9.05,285,26,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/import-local,90292430,True,186,12,198,9.05,153,13,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/indent-string,20576837,True,186,12,198,9.05,116,16,True,"github,open_collective,tidelift,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-binary-path,29771247,True,186,12,198,9.05,49,9,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-docker,33590534,True,186,12,198,9.05,233,15,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-fullwidth-code-point,39222301,True,186,12,198,9.05,51,15,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-inside-container,601943060,True,186,12,198,9.05,76,2,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-path-inside,21054113,True,186,12,198,9.05,40,15,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-plain-obj,38923193,True,186,12,198,9.05,104,9,True,"github,open_collective,tidelift,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-stream,29436825,True,186,12,198,9.05,116,22,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-unicode-supported,348660847,True,186,12,198,9.05,86,9,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/is-wsl,88415331,True,186,12,198,9.05,198,10,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/leven,22794601,True,186,12,198,9.05,733,31,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/locate-path,74266248,True,186,12,198,9.05,64,17,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/log-symbols,21673868,True,186,12,198,9.05,769,34,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/lowercase-keys,29769737,True,186,12,198,9.05,41,11,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/make-dir,90776169,True,186,12,198,9.05,479,24,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/meow,25121561,True,186,12,198,9.05,3709,153,True,"github,open_collective,buy_me_a_coffee,custom",False,False,False,,False,,4,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/mimic-function,71381729,True,186,12,198,9.05,96,19,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/mimic-response,93189529,True,186,12,198,9.05,61,11,True,"github,tidelift",False,False,True,https://github.com/sponsors/sindresorhus,False,,3,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/node-defaults,7985040,True,186,12,198,9.05,76,7,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/normalize-url,29094022,True,186,12,198,9.05,873,123,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/npm-run-path,48707028,True,186,12,198,9.05,108,10,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/object-assign,16457190,True,186,12,198,9.05,919,75,True,"github,open_collective,tidelift,custom",False,False,False,,False,,4,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/onetime,14847357,True,186,12,198,9.05,166,15,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/open,18469325,True,186,12,198,9.05,3470,248,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/p-limit,71542716,True,186,12,198,9.05,2846,131,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/p-locate,74265632,True,186,12,198,9.05,79,9,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/p-map,71526722,True,186,12,198,9.05,1492,66,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/p-try,71534796,True,186,12,198,9.05,62,12,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/package-directory,41724281,True,186,12,198,9.05,251,21,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/parent-module,50187748,True,186,12,198,9.05,78,10,True,"github,open_collective,custom,tidelift",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/parse-json,41367145,True,186,12,198,9.05,371,38,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/path-exists,34965664,True,186,12,198,9.05,156,20,True,"github,open_collective,tidelift,custom",False,False,False,,False,,4,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/path-key,48706449,True,186,12,198,9.05,46,14,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/path-type,41905436,True,186,12,198,9.05,80,15,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/pify,41585934,True,186,12,198,9.05,1510,71,True,"github,open_collective,tidelift,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/quick-lru,86679721,True,186,12,198,9.05,757,59,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/read-package-up,41842429,True,186,12,198,9.05,268,22,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/read-pkg,41790094,True,186,12,198,9.05,175,26,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/resolve-cwd,47504070,True,186,12,198,9.05,70,9,True,"github,tidelift",False,False,False,,False,,2,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/resolve-from,22022707,True,186,12,198,9.05,145,14,True,"github,open_collective,tidelift,custom",False,False,False,,False,,4,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/restore-cursor,23512229,True,186,12,198,9.05,41,8,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/shebang-regex,30903733,True,186,12,198,9.05,48,11,True,"github,tidelift",False,False,True,https://github.com/sponsors/sindresorhus,False,,3,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/slash,11516031,True,186,12,198,9.05,337,57,True,"github,open_collective,tidelift,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/string-width,39222730,True,186,12,198,9.05,523,40,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/strip-bom,18444852,True,186,12,198,9.05,112,19,True,"github,open_collective,tidelift,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/strip-final-newline,47453723,True,186,12,198,9.05,38,11,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/strip-indent,18242629,True,186,12,198,9.05,146,17,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/strip-json-comments,14468669,True,186,12,198,9.05,625,57,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/tagged-tag,795552264,True,186,12,198,9.05,21,0,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/to-fast-properties,31656998,True,186,12,198,9.05,244,17,True,"github,tidelift",False,False,True,https://github.com/sponsors/sindresorhus,False,,3,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/type-fest,175398594,True,186,12,198,9.05,17092,687,True,github,False,False,True,https://github.com/sponsors/sindresorhus,False,,2,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/unicorn-magic,716660564,True,186,12,198,9.05,50,9,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/yocto-queue,315531538,True,186,12,198,9.05,432,30,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sinonjs/commons,143001748,True,1,0,1,43.69,4,7,False,,False,False,False,,False,,0,sinon,2164.11,5.81,,,,,1,29,True,True
sinonjs/fake-timers,16523712,True,1,0,1,43.69,859,118,False,,False,False,False,,False,,0,sinon,2164.11,5.81,,,,,1,29,True,True
smithy-lang/smithy-rs,308027791,False,0,0,0,100.0,638,245,False,,False,False,False,,False,,0,,0,100.0,,,amazon.com,company,0,1,True,False
smithy-lang/smithy-typescript,208319207,False,0,0,0,100.0,314,122,False,,False,False,False,,False,,0,,0,100.0,,,amazon.com,company,0,1,True,False
smol-rs/fastrand,267368764,False,0,0,0,100.0,579,52,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
snowflakedb/snowflake-connector-python,62262074,False,0,0,0,100.0,720,550,False,,False,False,False,,False,,0,,0,100.0,psf,nonprofit,,,0.5,79,True,True
socketio/socket.io,557980,False,0,0,0,100.0,63058,10144,False,,False,False,False,,False,,0,socketio,168515.22,0.11,,,,,1,10,True,True
sqlalchemy/sqlalchemy,159271175,True,24,0,24,19.78,11798,1676,True,"github,patreon,tidelift",False,False,False,,False,,3,,0,100.0,,,,,1,58,True,True
sqlite/sqlite,176278485,False,0,0,0,100.0,9457,1484,False,,False,False,False,,False,,0,,0,100.0,sqlite.org,,hwaci.com,company,0,1,True,False
srijs/rust-crc32fast,157348282,False,0,2,2,41.34,323,39,False,,False,False,False,,False,,0,,0,100.0,,,,,1,74,False,True
stebalien/tempfile,33832372,False,0,11,11,28.94,1425,146,False,,False,False,False,,False,,0,,0,100.0,,,,,1,66,False,True
stefanpenner/get-caller-file,48818175,False,0,0,0,100.0,37,12,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
storybookjs/storybook,54173593,False,0,0,0,100.0,89805,10032,True,open_collective,False,False,True,https://opencollective.com/storybook,False,,2,storybook,29580.35,1.9,,,chromatic.com,company,0,1,True,False
stream-utils/destroy,15544623,False,0,0,0,100.0,53,9,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
stream-utils/raw-body,12823654,False,0,0,0,100.0,400,75,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
stream-utils/unpipe,37428186,False,0,0,0,100.0,22,6,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
streamich/memfs,37490572,True,4,0,4,37.99,2055,146,True,github,False,False,True,https://github.com/sponsors/streamich,False,,2,,0,100.0,,,,,1,72,True,True
stub42/pytz,63155638,False,0,0,0,100.0,388,103,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
suguru03/neo-async,27030361,False,0,0,0,100.0,653,36,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
sval-rs/sval,157205610,False,0,0,0,100.0,105,11,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
swc-project/swc,115110181,True,6,0,6,34.41,33377,1388,True,"github,open_collective",False,False,False,,False,,2,swc,16133.95,3.02,,,,,1,22,True,True
syntax-tree/unist-util-is,41795086,False,0,0,0,100.0,44,8,True,"github,open_collective,thanks_dev",False,False,False,,False,,3,,0,100.0,,,,,1,79,True,True
systemd/systemd,32873313,False,0,0,0,100.0,16246,4462,True,custom,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
taiki-e/pin-project,164668916,True,15,0,15,26.59,707,39,True,github,False,False,False,,False,,1,pin-project,0,100.0,,,,,1,64,True,True
taiki-e/pin-project-lite,216847853,True,15,0,15,26.59,277,19,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,64,True,True
taiki-e/portable-atomic,448365131,True,15,0,15,26.59,233,23,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,64,True,True
tapjs/signal-exit,35711072,True,3,0,3,40.0,201,27,True,github,False,False,True,https://github.com/sponsors/isaacs,False,,2,,0,100.0,,,,,1,74,True,True
tapjs/stack-utils,48974178,True,3,0,3,40.0,197,32,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,74,True,True
tartley/colorama,18892209,True,0,0,0,100.0,3778,272,True,"custom,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,79,True,True
teambition/merge2,25396227,False,0,0,0,100.0,171,14,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
teddriggs/darling,89984100,True,0,0,0,100.0,1242,89,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
tehshrike/deepmerge,3276413,False,0,0,0,100.0,2819,215,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
terkelg/sisteransi,122441239,True,2,0,2,41.34,81,12,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,74,True,True
terser/terser,29097127,False,0,0,0,100.0,9278,447,True,open_collective,False,False,False,,False,,1,terser,5298.99,4.69,,,,,1,36,True,True
textualize/rich,220809393,False,0,0,0,100.0,56211,2122,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
theskumar/python-dotenv,23727790,False,0,0,0,100.0,8743,522,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
thkukuk/rpcsvc-proto,55140533,False,0,0,0,100.0,30,11,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
thlorenz/convert-source-map,8751561,True,2,0,2,41.34,171,61,True,"github,custom",False,False,False,,False,,2,,0,100.0,,,,,1,74,True,True
thlorenz/deep-is,9345558,True,2,0,2,41.34,21,5,True,"github,custom",False,False,False,,False,,2,,0,100.0,,,,,1,74,True,True
tim-kos/node-retry,1738798,False,0,0,0,100.0,1259,84,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
time-rs/time,26459635,False,0,0,0,100.0,1301,294,True,"github,liberapay,custom",False,False,False,,False,,3,,0,100.0,,,,,1,79,True,True
tj/commander.js,2206953,True,5,0,5,35.42,28158,1745,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,71,True,True
tj/node-cookie-signature,6229722,True,5,0,5,35.42,192,37,False,,False,False,False,,False,,0,,0,100.0,,,,,1,71,True,True
tjguk/wmi,23124645,False,0,0,0,100.0,125,33,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
tkem/cachetools,18006791,True,2,0,2,41.34,2723,192,True,"github,custom",False,False,False,,False,,2,,0,100.0,,,,,1,74,True,True
tokio-rs/bytes,30062547,True,114,0,114,12.63,2206,331,False,,False,False,False,,False,,0,tokio,9575.46,4.58,,,,,1,18,True,True
tokio-rs/loom,161875917,True,114,0,114,12.63,2685,133,False,,False,False,False,,False,,0,tokio,9575.46,4.58,,,,,1,18,True,True
tokio-rs/prost,94262864,True,114,0,114,12.63,4672,616,False,,False,False,False,,False,,0,tokio,9575.46,4.58,,,,,1,18,True,True
tokio-rs/slab,37093133,True,114,0,114,12.63,889,104,False,,False,False,False,,False,,0,tokio,9575.46,4.58,,,,,1,18,True,True
tokio-rs/tokio,67836789,True,114,0,114,12.63,31781,3019,True,github,False,False,False,,False,,1,tokio,9575.46,4.58,,,,,1,18,True,True
tokio-rs/tracing,165289175,True,114,0,114,12.63,6653,885,False,,False,False,False,,False,,0,tokio,9575.46,4.58,,,,,1,18,True,True
toml-rs/toml,95902102,False,0,0,0,100.0,1029,149,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
tootallnate/proxy-agents,11293703,False,0,0,0,100.0,1136,276,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
tootallnate/util-deprecate,19321056,False,0,0,0,100.0,37,14,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
torvalds/linux,2325298,False,0,0,0,100.0,233666,62374,False,,False,False,False,,False,,0,,0,100.0,linuxfoundation.org,nonprofit,,,0.5,79,True,True
tower-rs/tower,98244646,False,0,0,0,100.0,4171,328,False,,False,False,False,,False,,0,tokio,57452.74,1.23,,,,,1,23,True,True
tox-dev/filelock,17098256,True,3,0,3,40.0,952,128,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,74,True,True
tox-dev/platformdirs,367032142,True,3,0,3,40.0,933,80,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,74,True,True
tqdm/tqdm,36804486,True,12,0,12,28.6,31135,1448,True,"github,tidelift,thanks_dev,custom",False,False,False,,False,,4,tqdm,0,100.0,,,,,1,66,True,True
tritondatacenter/node-assert-plus,4767976,False,0,0,0,100.0,119,24,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
tritondatacenter/node-extsprintf,4058064,False,0,0,0,100.0,36,12,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
troygoode/node-require-directory,3053807,False,0,0,0,100.0,410,28,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
tsconfig/bases,263697285,False,0,0,0,100.0,7758,284,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
tukaani-project/xz,553665726,False,0,0,0,100.0,1526,229,True,liberapay,True,False,False,,False,,2,,0,100.0,,,,,1,79,True,True
typescript-eslint/typescript-eslint,165536154,False,0,0,0,100.0,16222,2907,True,open_collective,False,False,True,https://opencollective.com/typescript-eslint,False,,2,typescript-eslint,25546.51,2.68,,,,,1,30,True,True
typeshed-internal/stub_uploader,331669593,False,0,0,0,100.0,37,22,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
unicode-org/icu,49244766,False,0,0,0,100.0,3475,879,True,custom,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
unicode-org/icu4x,243395141,False,0,0,0,100.0,1788,265,True,custom,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
unicode-rs/unicode-xid,34637906,False,0,0,0,100.0,53,33,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
unshiftio/requires-port,26316179,False,0,0,0,100.0,11,5,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
uqfoundation/dill,11031844,True,1,0,1,43.69,2440,189,True,"github,custom",False,False,False,,False,,2,,0,100.0,,,,,1,76,True,True
urllib3/urllib3,2410676,True,19,0,19,25.59,4017,1321,True,"github,tidelift,open_collective",False,False,False,,False,,3,urllib3,12423.20,3.46,,,,,1,21,True,True
util-linux/util-linux,2339555,False,0,0,0,100.0,3134,1339,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
uuidjs/uuid,1203139,False,0,0,0,100.0,15262,953,True,github,False,False,True,https://github.com/sponsors/broofa,False,,2,,0,100.0,,,,,1,79,True,True
vercel/ai,644461337,False,0,4,4,37.99,23822,4275,False,,False,False,False,,False,,0,,0,100.0,,,vercel.com,company,0,1,True,False
vercel/ms,3655872,False,0,4,4,37.99,5521,315,False,,False,False,False,,False,,0,,0,100.0,,,vercel.com,company,0,1,True,False
visionmedia/bytes.js,4626886,False,0,0,0,100.0,475,56,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
vitest-dev/vitest,434708679,True,17,0,17,25.7,16422,1742,True,"github,open_collective",False,False,True,https://opencollective.com/vitest,False,,3,vitest,5111.62,4.8,,,,,1,23,True,True
vorner/signal-hook,137260008,False,0,0,0,100.0,848,90,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
vuejs/core,137078487,False,0,0,0,100.0,53546,9100,True,"github,open_collective",True,False,False,,False,,3,vuejs,132860.39,0.22,,,,,1,13,True,True
wasm-bindgen/wasm-bindgen,114685405,False,0,0,0,100.0,8970,1208,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
watson/ci-info,71475907,False,0,0,0,100.0,364,56,True,github,False,False,True,https://github.com/sponsors/sibiraj-s,False,,2,,0,100.0,,,,,1,79,True,True
wbond/asn1crypto,36823669,True,4,0,4,37.99,359,146,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,72,True,True
webmproject/libwebp,23368445,False,0,0,0,100.0,2309,598,False,,False,False,False,,False,,0,,0,100.0,,,google.com,company,0,1,True,False
webpack/enhanced-resolve,5400204,False,0,0,0,100.0,982,203,True,open_collective,False,False,False,,False,,1,webpack,27844.67,2.57,,,,,1,30,True,True
webpack/minimizer-webpack-plugin,143057914,False,0,0,0,100.0,1961,166,True,open_collective,False,False,False,,False,,1,webpack,27844.67,2.57,,,,,1,30,True,True
webpack/schema-utils,80306715,False,0,0,0,100.0,249,42,True,open_collective,False,False,True,https://opencollective.com/webpack,False,,2,webpack,27844.67,2.57,,,,,1,30,True,True
webpack/tapable,7730086,False,0,0,0,100.0,3854,395,True,open_collective,False,False,True,https://opencollective.com/webpack,False,,2,webpack,27844.67,2.57,,,,,1,30,True,True
webpack/watchpack,24119524,False,0,0,0,100.0,397,109,True,open_collective,False,False,False,,False,,1,webpack,27844.67,2.57,,,,,1,30,True,True
webpack/webpack-sources,48954523,False,0,0,0,100.0,272,76,True,open_collective,False,False,False,,False,,1,webpack,27844.67,2.57,,,,,1,30,True,True
webreflection/flatted,131121620,False,0,0,0,100.0,1140,84,True,custom,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
webreflection/html-escaper,33597730,False,0,0,0,100.0,110,6,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
websocket-client/websocket-client,1202362,False,0,0,0,100.0,3701,780,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
websockets/ws,2744972,False,0,0,0,100.0,22742,2514,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
wesleytodd/setprototypeof,30301031,True,1,3,4,37.99,53,12,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,72,True,True
whitequark/ipaddr.js,2110585,True,3,4,7,32.51,631,102,False,,False,False,False,,False,,0,,0,100.0,,,,,1,69,True,True
withoutboats/heck,86326466,False,0,0,0,100.0,588,47,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
xiph/ogg,33956205,False,0,0,0,100.0,418,201,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
