repo,repo_id,openssf_score,openssf_score_source,cve_count_5y,ossfuzz_enrolled,bestpractices_badge_id,openssf_score_p,cve_score,score,fetched_at
react/metro,gh/76504246,5.8,openssf_local,0,False,,30.31,50.0,50,2026-04-27T17:09:06+01:00
react/react,gh/10270250,7,openssf_local,1,False,in_progress,11.41,72.68,73,2026-05-03T20:00:58+01:00
reactivex/rxjs,gh/32247847,5.3,openssf_local,0,False,,38.48,50.0,50,2026-05-03T23:32:48+01:00
realpython/pytest-mypy,gh/69576530,3.7,openssf_local,0,False,,77.18,50.0,77,2026-04-27T21:47:48+01:00
remix-run/react-router,gh/19872456,5.4,openssf_local,2,False,,36.69,82.2,82,2026-05-03T23:32:56+01:00
remusao/tldts,gh/97631656,4.6,openssf_local,0,False,,48.66,50.0,50,2026-04-27T15:52:59+01:00
requests/requests-oauthlib,gh/6825724,4.2,openssf_local,0,False,,56.49,50.0,56,2026-05-03T23:33:06+01:00
requests/toolbelt,gh/15515181,4.4,openssf_local,0,True,,52.46,50.0,52,2026-04-27T21:48:01+01:00
retep998/winapi-rs,gh/23853482,2.7,openssf_local,0,False,,97.32,50.0,97,2026-04-27T16:10:10+01:00
rich-harris/estree-walker,gh/33668779,2.8,openssf_local,0,False,,96.53,50.0,97,2026-04-27T21:48:05+01:00
rich-harris/magic-string,gh/26143240,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T18:01:14+01:00
rob--w/proxy-from-env,gh/52038793,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T21:48:12+01:00
rogdham/backports.zstd,gh/977687927,4.5,openssf_local,0,False,,50.0,50.0,50,2026-04-27T21:48:18+01:00
rollup/plugins,gh/203607977,4.7,openssf_local,0,False,,46.64,50.0,50,2026-04-27T18:01:28+01:00
ronaldoussoren/pyobjc,gh/243933900,3.5,depsdev,0,False,,80.98,50.0,81,2026-04-20T00:00:00Z
rust-cli/anstyle,gh/493821282,7,openssf_local,1,False,,11.41,72.68,73,2026-05-03T23:33:14+01:00
rust-cli/env_logger,gh/96382888,6.7,openssf_local,0,False,,15.32,50.0,50,2026-04-27T15:53:25+01:00
rust-embedded/critical-section,gh/365854323,4.4,openssf_local,0,False,,52.46,50.0,52,2026-05-03T23:33:21+01:00
rust-fuzz/arbitrary,gh/90591032,4.4,openssf_local,0,False,,52.46,50.0,52,2026-04-27T21:48:29+01:00
rust-itertools/itertools,gh/22360263,6.5,openssf_local,0,False,,19.57,50.0,50,2026-05-03T23:33:25+01:00
rust-lang-nursery/lazy-static.rs,gh/21157492,5.2,openssf_local,0,False,,40.04,50.0,50,2026-04-27T16:09:49+01:00
rust-lang/cc-rs,gh/26039547,7.9,openssf_local,1,False,,2.91,72.68,73,2026-04-27T21:48:39+01:00
rust-lang/cfg-if,gh/38723660,5.1,openssf_local,0,False,,41.16,50.0,50,2026-04-27T15:07:40+01:00
rust-lang/compiler-builtins,gh/65153793,6.8,openssf_local,0,False,,14.09,50.0,50,2026-04-27T21:48:43+01:00
rust-lang/flate2-rs,gh/21954009,6.6,openssf_local,0,True,,17.0,50.0,50,2026-04-27T15:07:57+01:00
rust-lang/futures-rs,gh/55077261,7.2,openssf_local,4,False,,9.62,87.07,87,2026-04-27T14:55:31+01:00
rust-lang/glob,gh/23241722,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T16:07:29+01:00
rust-lang/hashbrown,gh/155119796,5.8,openssf_local,1,False,,30.31,72.68,73,2026-04-27T21:48:56+01:00
rust-lang/libc,gh/29197565,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T14:56:22+01:00
rust-lang/libz-sys,gh/26042019,6.4,openssf_local,0,False,,21.25,50.0,50,2026-04-27T21:49:05+01:00
rust-lang/log,gh/27974762,6.5,openssf_local,0,False,,19.57,50.0,50,2026-04-27T21:49:10+01:00
rust-lang/pkg-config-rs,gh/26042035,4.3,openssf_local,0,False,,53.8,50.0,54,2026-04-27T21:49:12+01:00
rust-lang/regex,gh/27890669,6.2,openssf_local,1,True,,24.5,72.68,73,2026-04-27T21:49:25+01:00
rust-lang/rust,gh/724712,7.1,depsdev,0,False,,10.51,50.0,50,2026-04-20T00:00:00Z
rust-num/num-traits,gh/114705611,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T16:05:24+01:00
rust-phf/rust-phf,gh/15992970,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T18:06:05+01:00
rust-random/getrandom,gh/166545969,7.4,openssf_local,0,False,,7.72,50.0,50,2026-04-27T21:49:41+01:00
rust-random/rand,gh/30227790,6.8,openssf_local,1,False,,14.09,72.68,73,2026-04-27T14:55:11+01:00
rust-random/rand_core,gh/1086593277,7,openssf_local,2,False,,11.41,82.2,82,2026-04-27T15:06:53+01:00
rust-random/rngs,gh/209510094,5.3,openssf_local,0,False,,38.48,50.0,50,2026-04-27T15:52:50+01:00
rustcrypto/formats,gh/406051759,6.1,openssf_local,0,False,,26.06,50.0,50,2026-04-27T16:10:25+01:00
rustcrypto/hashes,gh/74106774,5.8,openssf_local,3,False,,30.31,84.88,85,2026-04-27T21:49:49+01:00
rustcrypto/stream-ciphers,gh/83051505,6,openssf_local,1,False,,26.96,72.68,73,2026-04-27T21:49:49+01:00
rustcrypto/traits,gh/85605821,6.3,openssf_local,0,False,,23.04,50.0,50,2026-05-03T23:33:42+01:00
rustcrypto/utils,gh/77307442,5.6,openssf_local,2,False,,32.55,82.2,82,2026-04-27T14:57:03+01:00
rvagg/bl,gh/10706095,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T21:50:09+01:00
rvagg/through2,gh/11808187,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T21:50:19+01:00
ryanzim/universalify,gh/87651180,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T15:05:19+01:00
salesforce/tough-cookie,gh/2606873,7.3,openssf_local,1,False,,8.28,72.68,73,2026-05-03T23:33:48+01:00
samn/json-stable-stringify,gh/76598131,2.5,openssf_local,0,False,,98.43,50.0,98,2026-04-27T21:50:27+01:00
samverschueren/decode-uri-component,gh/91837954,3.7,openssf_local,1,False,,77.18,72.68,77,2026-04-27T21:50:32+01:00
sboudrias/inquirer.js,gh/10114077,5.6,openssf_local,0,False,,32.55,50.0,50,2026-04-27T15:06:21+01:00
scikit-build/ninja-python-distributions,gh/75102202,5.5,openssf_local,0,False,,34.23,50.0,50,2026-05-03T23:33:51+01:00
scikit-learn/scikit-learn,gh/843222,9.6,openssf_local,3,True,,0.11,84.88,85,2026-05-03T23:33:58+01:00
scipy/scipy,gh/1460385,5.9,openssf_local,3,True,,28.52,84.88,85,2026-04-27T16:05:30+01:00
seanmonstar/reqwest,gh/62350380,6.1,openssf_local,0,False,,26.06,50.0,50,2026-05-03T23:34:16+01:00
sec-ant/readable-stream,gh/569980966,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:50:52+01:00
selinuxproject/selinux,gh/20648799,5.5,openssf_local,0,True,,34.23,50.0,50,2026-04-07T12:56:19+01:00
serde-rs/bytes,gh/87358441,4.6,openssf_local,0,False,,48.66,50.0,50,2026-05-03T23:34:22+01:00
serde-rs/json,gh/35894511,5.6,openssf_local,0,True,,32.55,50.0,50,2026-04-27T14:55:50+01:00
serde-rs/serde,gh/14367737,5.6,openssf_local,0,False,,32.55,50.0,50,2026-04-27T14:52:37+01:00
servo/rust-fnv,gh/33499190,4,openssf_local,0,False,,64.65,50.0,65,2026-05-03T23:34:24+01:00
servo/rust-smallvec,gh/33456236,4.3,openssf_local,5,False,,53.8,87.8,88,2026-05-03T23:34:30+01:00
servo/rust-url,gh/14934771,7.1,openssf_local,1,False,,10.51,72.68,73,2026-04-27T16:06:10+01:00
sinclairzx81/typebox,gh/87454905,4.8,openssf_local,0,False,,45.08,50.0,50,2026-06-01T00:23:57+01:00
sindresorhus/ansi-escapes,gh/40721875,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T16:09:10+01:00
sindresorhus/array-union,gh/21005682,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T18:06:42+01:00
sindresorhus/binary-extensions,gh/29771015,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:51:13+01:00
sindresorhus/callsites,gh/18938743,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:51:19+01:00
sindresorhus/camelcase,gh/25116836,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T15:07:00+01:00
sindresorhus/clean-stack,gh/62838930,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:51:19+01:00
sindresorhus/cli-cursor,gh/23512396,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:51:28+01:00
sindresorhus/crypto-random-string,gh/73665728,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:51:29+01:00
sindresorhus/decamelize,gh/29773710,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:51:30+01:00
sindresorhus/detect-newline,gh/21304485,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:51:33+01:00
sindresorhus/environment,gh/793180075,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:06:55+01:00
sindresorhus/escape-string-regexp,gh/21169121,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T14:57:28+01:00
sindresorhus/execa,gh/47475908,4.5,openssf_local,0,False,,50.0,50.0,50,2026-04-27T21:51:38+01:00
sindresorhus/figures,gh/21672939,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:06:59+01:00
sindresorhus/file-type,gh/19105307,4,openssf_local,1,False,,64.65,72.68,73,2026-04-27T21:51:38+01:00
sindresorhus/find-cache-directory,gh/48783244,4.5,openssf_local,0,False,,50.0,50.0,50,2026-05-18T00:38:26+01:00
sindresorhus/find-up,gh/41723004,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T15:05:29+01:00
sindresorhus/find-up-simple,gh/714044439,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:08:30+01:00
sindresorhus/get-east-asian-width,gh/711160838,4.4,openssf_local,0,False,,52.46,50.0,52,2026-04-27T14:56:11+01:00
sindresorhus/get-stream,gh/44264225,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T21:51:47+01:00
sindresorhus/globals,gh/15186239,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T15:53:02+01:00
sindresorhus/globby,gh/21069494,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T16:07:58+01:00
sindresorhus/has-flag,gh/38718671,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T14:56:41+01:00
sindresorhus/import-fresh,gh/22020904,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T16:09:15+01:00
sindresorhus/import-local,gh/90292430,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:07:06+01:00
sindresorhus/indent-string,gh/20576837,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T16:09:14+01:00
sindresorhus/is-binary-path,gh/29771247,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:51:55+01:00
sindresorhus/is-docker,gh/33590534,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:07:11+01:00
sindresorhus/is-fullwidth-code-point,gh/39222301,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T15:06:53+01:00
sindresorhus/is-inside-container,gh/601943060,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T16:10:11+01:00
sindresorhus/is-path-inside,gh/21054113,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T16:10:19+01:00
sindresorhus/is-plain-obj,gh/38923193,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T16:05:38+01:00
sindresorhus/is-stream,gh/29436825,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:06:11+01:00
sindresorhus/is-unicode-supported,gh/348660847,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:52:00+01:00
sindresorhus/is-wsl,gh/88415331,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T18:07:17+01:00
sindresorhus/leven,gh/22794601,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:07:19+01:00
sindresorhus/locate-path,gh/74266248,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T14:57:20+01:00
sindresorhus/log-symbols,gh/21673868,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:52:03+01:00
sindresorhus/lowercase-keys,gh/29769737,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T18:07:22+01:00
sindresorhus/make-dir,gh/90776169,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:53:39+01:00
sindresorhus/meow,gh/25121561,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T21:52:03+01:00
sindresorhus/mimic-function,gh/71381729,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:53:36+01:00
sindresorhus/mimic-response,gh/93189529,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T16:08:53+01:00
sindresorhus/node-defaults,gh/7985040,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T18:07:31+01:00
sindresorhus/normalize-url,gh/29094022,4.2,openssf_local,1,False,,56.49,72.68,73,2026-04-27T21:52:03+01:00
sindresorhus/npm-run-path,gh/48707028,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T16:08:35+01:00
sindresorhus/object-assign,gh/16457190,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T16:07:01+01:00
sindresorhus/onetime,gh/14847357,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T18:07:36+01:00
sindresorhus/open,gh/18469325,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T21:52:07+01:00
sindresorhus/p-limit,gh/71542716,4.7,openssf_local,0,False,,46.64,50.0,50,2026-04-27T14:54:55+01:00
sindresorhus/p-locate,gh/74265632,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T14:55:40+01:00
sindresorhus/p-map,gh/71526722,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:52:15+01:00
sindresorhus/p-try,gh/71534796,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:52:21+01:00
sindresorhus/package-directory,gh/41724281,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T21:52:27+01:00
sindresorhus/parent-module,gh/50187748,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:07:47+01:00
sindresorhus/parse-json,gh/41367145,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T15:53:12+01:00
sindresorhus/path-exists,gh/34965664,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T15:53:29+01:00
sindresorhus/path-key,gh/48706449,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:06:43+01:00
sindresorhus/path-type,gh/41905436,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T15:53:02+01:00
sindresorhus/pify,gh/41585934,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:52:24+01:00
sindresorhus/quick-lru,gh/86679721,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T21:52:29+01:00
sindresorhus/read-package-up,gh/41842429,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:08:00+01:00
sindresorhus/read-pkg,gh/41790094,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T18:08:00+01:00
sindresorhus/resolve-cwd,gh/47504070,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:52:29+01:00
sindresorhus/resolve-from,gh/22022707,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:06:54+01:00
sindresorhus/restore-cursor,gh/23512229,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T16:03:26+01:00
sindresorhus/shebang-regex,gh/30903733,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:52:36+01:00
sindresorhus/slash,gh/11516031,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:07:58+01:00
sindresorhus/string-width,gh/39222730,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T14:55:17+01:00
sindresorhus/strip-bom,gh/18444852,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:53:17+01:00
sindresorhus/strip-final-newline,gh/47453723,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:52:36+01:00
sindresorhus/strip-indent,gh/18242629,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:08:05+01:00
sindresorhus/strip-json-comments,gh/14468669,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T16:06:47+01:00
sindresorhus/tagged-tag,gh/795552264,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T14:56:18+01:00
sindresorhus/to-fast-properties,gh/31656998,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:52:38+01:00
sindresorhus/type-fest,gh/175398594,6.3,openssf_local,0,False,,23.04,50.0,50,2026-04-27T14:55:40+01:00
sindresorhus/unicorn-magic,gh/716660564,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T15:07:13+01:00
sindresorhus/yocto-queue,gh/315531538,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T14:55:04+01:00
sinonjs/commons,gh/143001748,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T16:08:55+01:00
sinonjs/fake-timers,gh/16523712,5.9,openssf_local,0,False,,28.52,50.0,50,2026-05-03T23:34:38+01:00
smithy-lang/smithy-rs,gh/308027791,6.2,openssf_local,1,False,,24.5,72.68,73,2026-05-03T17:25:59+01:00
smithy-lang/smithy-typescript,gh/208319207,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T14:52:58+01:00
smol-rs/fastrand,gh/267368764,5.7,openssf_local,0,False,,31.1,50.0,50,2026-05-03T23:34:43+01:00
snowflakedb/snowflake-connector-python,gh/62262074,6,openssf_local,6,False,,26.96,89.27,89,2026-04-27T21:52:50+01:00
socketio/socket.io,gh/557980,6.2,openssf_local,6,False,,24.5,89.27,89,2026-05-03T23:34:49+01:00
sqlalchemy/sqlalchemy,gh/159271175,6.2,openssf_local,1,True,,24.5,72.68,73,2026-05-03T23:34:53+01:00
sqlite/sqlite,gh/176278485,4.4,openssf_local,1,False,,52.46,72.68,73,2026-04-06T13:39:01+01:00
srijs/rust-crc32fast,gh/157348282,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T21:53:29+01:00
stebalien/tempfile,gh/33832372,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T18:08:23+01:00
stefanpenner/get-caller-file,gh/48818175,1.9,openssf_local,0,False,,99.55,50.0,100,2026-04-27T16:10:21+01:00
storybookjs/storybook,gh/54173593,5.8,openssf_local,1,False,,30.31,72.68,73,2026-04-27T16:05:58+01:00
stream-utils/destroy,gh/15544623,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T18:08:29+01:00
stream-utils/raw-body,gh/12823654,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T21:53:29+01:00
stream-utils/unpipe,gh/37428186,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T18:08:35+01:00
streamich/memfs,gh/37490572,5.2,openssf_local,0,False,,40.04,50.0,50,2026-04-27T18:08:36+01:00
stub42/pytz,gh/63155638,4.8,openssf_local,0,True,,45.08,50.0,50,2026-04-27T21:53:29+01:00
suguru03/neo-async,gh/27030361,2.8,openssf_local,0,False,,96.53,50.0,97,2026-04-27T18:08:43+01:00
sval-rs/sval,gh/157205610,4.9,openssf_local,0,False,,43.18,50.0,50,2026-04-27T15:05:49+01:00
swc-project/swc,gh/115110181,5.3,openssf_local,0,True,,38.48,50.0,50,2026-04-27T21:53:32+01:00
syntax-tree/unist-util-is,gh/41795086,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:08:53+01:00
systemd/systemd,gh/32873313,8.9,openssf_local,23,True,passing,0.67,96.34,96,2026-04-06T12:39:39+01:00
taiki-e/pin-project,gh/164668916,7.2,openssf_local,0,False,,9.62,50.0,50,2026-04-27T18:08:53+01:00
taiki-e/pin-project-lite,gh/216847853,7.2,openssf_local,0,False,,9.62,50.0,50,2026-04-27T21:53:42+01:00
taiki-e/portable-atomic,gh/448365131,7.8,openssf_local,0,False,,3.91,50.0,50,2026-04-27T15:07:02+01:00
takluyver/jeepney,gl/2780772,,,0,False,,,50.0,50,
tapjs/signal-exit,gh/35711072,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T14:57:26+01:00
tapjs/stack-utils,gh/48974178,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T21:53:46+01:00
tartley/colorama,gh/18892209,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T14:54:50+01:00
teambition/merge2,gh/25396227,3.4,openssf_local,0,False,,82.33,50.0,82,2026-05-03T23:34:58+01:00
teddriggs/darling,gh/89984100,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T21:53:52+01:00
tehshrike/deepmerge,gh/3276413,1.8,openssf_local,0,False,,100.0,50.0,100,2026-04-27T21:53:57+01:00
terkelg/sisteransi,gh/122441239,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T18:09:05+01:00
terser/terser,gh/29097127,5.9,openssf_local,1,False,,28.52,72.68,73,2026-04-27T18:09:07+01:00
textualize/rich,gh/220809393,6.8,openssf_local,0,True,,14.09,50.0,50,2026-04-27T16:07:41+01:00
theskumar/python-dotenv,gh/23727790,5.9,openssf_local,0,False,,28.52,50.0,50,2026-04-27T21:54:00+01:00
thkukuk/rpcsvc-proto,gh/55140533,2.6,openssf_local,0,False,,98.1,50.0,98,2026-04-27T18:09:15+01:00
thlorenz/convert-source-map,gh/8751561,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T18:09:16+01:00
thlorenz/deep-is,gh/9345558,2.5,openssf_local,0,False,,98.43,50.0,98,2026-04-27T18:09:20+01:00
tim-kos/node-retry,gh/1738798,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T21:54:17+01:00
time-rs/time,gh/26459635,5.3,openssf_local,1,False,,38.48,72.68,73,2026-05-03T23:35:11+01:00
tj/commander.js,gh/2206953,6.7,openssf_local,0,False,,15.32,50.0,50,2026-04-27T21:54:24+01:00
tj/node-cookie-signature,gh/6229722,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T21:55:35+01:00
tjguk/wmi,gh/23124645,2.4,openssf_local,0,False,,98.88,50.0,99,2026-04-27T21:54:35+01:00
tkem/cachetools,gh/18006791,7.5,openssf_local,0,True,,6.26,50.0,50,2026-04-27T16:08:14+01:00
tokio-rs/bytes,gh/30062547,5.5,openssf_local,0,False,,34.23,50.0,50,2026-04-27T18:09:33+01:00
tokio-rs/loom,gh/161875917,4.4,openssf_local,0,False,,52.46,50.0,52,2026-05-03T23:35:16+01:00
tokio-rs/prost,gh/94262864,6.9,openssf_local,2,True,,12.3,82.2,82,2026-04-27T18:09:33+01:00
tokio-rs/slab,gh/37093133,4.5,openssf_local,1,False,,50.0,72.68,73,2026-04-27T21:54:42+01:00
tokio-rs/tokio,gh/67836789,7.7,openssf_local,5,True,,4.81,87.8,88,2026-04-27T15:05:15+01:00
tokio-rs/tracing,gh/165289175,7,openssf_local,2,False,,11.41,82.2,82,2026-05-03T23:35:27+01:00
toml-rs/toml,gh/95902102,7.8,openssf_local,0,False,,3.91,50.0,50,2026-04-27T15:06:02+01:00
tootallnate/proxy-agents,gh/11293703,4.2,openssf_local,2,False,,56.49,82.2,82,2026-04-27T14:55:03+01:00
tootallnate/util-deprecate,gh/19321056,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T15:07:29+01:00
torvalds/linux,gh/2325298,3.9,openssf_local,10602,False,,72.04,100.0,100,2026-06-01T00:24:06+01:00
tower-rs/tower,gh/98244646,4.8,openssf_local,0,False,,45.08,50.0,50,2026-05-03T23:35:27+01:00
tox-dev/filelock,gh/17098256,7.7,openssf_local,1,False,,4.81,72.68,73,2026-04-27T21:55:05+01:00
tox-dev/platformdirs,gh/367032142,7.6,openssf_local,0,False,,5.26,50.0,50,2026-04-27T18:09:46+01:00
tqdm/tqdm,gh/36804486,5.8,openssf_local,2,True,passing,30.31,82.2,82,2026-04-27T16:10:26+01:00
tritondatacenter/node-assert-plus,gh/4767976,3.4,openssf_local,0,False,,82.33,50.0,82,2026-05-18T00:38:39+01:00
tritondatacenter/node-extsprintf,gh/4058064,3.2,openssf_local,0,False,,86.47,50.0,86,2026-05-18T00:38:41+01:00
troygoode/node-require-directory,gh/3053807,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T21:55:05+01:00
tsconfig/bases,gh/263697285,4.7,openssf_local,0,False,,46.64,50.0,50,2026-04-27T16:09:37+01:00
tukaani-project/xz,gh/553665726,5.4,openssf_local,0,True,,36.69,50.0,50,2026-04-07T13:58:53+01:00
typescript-eslint/typescript-eslint,gh/165536154,6.2,openssf_local,0,False,,24.5,50.0,50,2026-04-27T14:53:22+01:00
typeshed-internal/stub_uploader,gh/331669593,5.7,openssf_local,0,False,,31.1,50.0,50,2026-06-28T21:20:09+01:00
unicode-org/icu,gh/49244766,9.1,openssf_local,7,True,passing,0.34,90.49,90,2026-05-18T00:38:42+01:00
unicode-org/icu4x,gh/243395141,6.4,openssf_local,2,False,,21.25,82.2,82,2026-04-27T15:06:31+01:00
unicode-rs/unicode-xid,gh/34637906,3.5,openssf_local,0,False,,80.98,50.0,81,2026-04-27T18:10:04+01:00
unshiftio/requires-port,gh/26316179,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T21:55:20+01:00
uqfoundation/dill,gh/11031844,4.1,openssf_local,0,True,,59.06,50.0,59,2026-04-27T18:10:07+01:00
urllib3/urllib3,gh/2410676,8.9,openssf_local,14,True,passing,0.67,94.39,94,2026-04-27T14:52:37+01:00
util-linux/util-linux,gh/2339555,7.4,openssf_local,10,True,passing,7.72,92.44,92,2026-04-06T18:39:17+01:00
utopia-team/dbus,gl/salsa.debian.org-9742,,,8,False,,,91.71,92,
uuidjs/uuid,gh/1203139,6.8,openssf_local,0,False,,14.09,50.0,50,2026-04-27T15:06:23+01:00
vercel/ai,gh/644461337,6.3,openssf_local,1,False,,23.04,72.68,73,2026-04-27T21:55:20+01:00
vercel/ms,gh/3655872,5.3,openssf_local,1,False,,38.48,72.68,73,2026-04-27T14:53:05+01:00
visionmedia/bytes.js,gh/4626886,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T16:07:35+01:00
vitest-dev/vitest,gh/434708679,5.9,openssf_local,1,False,,28.52,72.68,73,2026-04-27T18:10:20+01:00
vorner/signal-hook,gh/137260008,4.4,openssf_local,0,False,,52.46,50.0,52,2026-04-27T21:55:47+01:00
vuejs/core,gh/137078487,5.6,openssf_local,1,False,,32.55,72.68,73,2026-04-27T16:05:57+01:00
wasm-bindgen/wasm-bindgen,gh/114685405,6.6,openssf_local,0,False,,17.0,50.0,50,2026-04-27T14:56:32+01:00
watson/ci-info,gh/71475907,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T15:52:45+01:00
wbond/asn1crypto,gh/36823669,4.5,openssf_local,0,True,,50.0,50.0,50,2026-04-27T16:09:12+01:00
webmproject/libwebp,gh/23368445,3.9,openssf_local,20,False,,72.04,96.1,96,2026-04-06T20:35:44+01:00
webpack/enhanced-resolve,gh/5400204,6.5,openssf_local,0,False,,19.57,50.0,50,2026-04-27T18:10:29+01:00
webpack/minimizer-webpack-plugin,gh/143057914,6.1,openssf_local,0,False,,26.06,50.0,50,2026-06-28T21:20:09+01:00
